country.name,year,agriculture.ghg.emissions.mio.tonnes,energy.ghg.emissions.mio.tonnes,industry.ghg.emissions.mio.tonnes,total.ghg.emissions.mio.tonnes,transport.ghg.emissions.mio.tonnes,waste.ghg.emissions.mio.tonnes,ghg.emissions.per.capita.tonnes,agriculture.ghg.emissions.national.share,energy.ghg.emissions.national.share,industry.ghg.emissions.national.share,transport.ghg.emissions.national.share,waste.ghg.emissions.national.share,agriculture.ghg.emissions.EU28.share,energy.ghg.emissions.EU28.share,industry.ghg.emissions.EU28.share,total.ghg.emissions.EU28.share,transport.ghg.emissions.EU28.share,waste.ghg.emissions.EU28.share
Norway,2035,4.7,21.799999999999997,7.5,42.5,7.9,0.6,7.2,0.1106,0.5129,0.1765,0.1859,0.01,0.011,0.0113,0.0234,0.0116,0.0089,0.006
Poland,1990,47.2,361.90000000000003,22.7,474.4,20.9,21.6,12.5,0.0995,0.7629,0.0478,0.0441,0.05,0.0869,0.1018,0.0439,0.084,0.0263,0.0899
Poland,1991,40.2,358.9,20.1,462.3,22,21.1,12.1,0.087,0.7763,0.0435,0.0476,0.05,0.0785,0.1021,0.0417,0.0832,0.0275,0.0865
Poland,1992,36.6,349.8,19.7,449.3,22.4,20.8,11.7,0.0815,0.7785,0.0438,0.0499,0.05,0.0748,0.1042,0.0425,0.0835,0.0272,0.0845
Poland,1993,35.3,351.90000000000003,19.3,448.8,21.9,20.4,11.7,0.0787,0.7841,0.043,0.0488,0.05,0.074,0.1075,0.0424,0.085,0.0264,0.0826
Poland,1994,34.9,344.5,21.3,443.6,23,20,11.5,0.0787,0.7766,0.048,0.0518,0.05,0.0741,0.107,0.0441,0.0844,0.0275,0.0811
Poland,1995,34.8,344,22.7,445,23.8,19.6,11.5,0.0782,0.773,0.051,0.0535,0.04,0.0736,0.1061,0.0455,0.0838,0.0281,0.0792
Poland,1996,34,356.1,22,458.4,26.9,19.3,11.9,0.0742,0.7768,0.048,0.0587,0.04,0.0717,0.1071,0.044,0.0846,0.0308,0.0783
Poland,1997,34.6,344.5,23,449.5,28.5,18.9,11.7,0.077,0.7664,0.0512,0.0634,0.04,0.0734,0.1069,0.0455,0.0844,0.0322,0.0776
Poland,1998,34.4,313.6,21.4,418,29.9,18.7,10.8,0.0823,0.7502,0.0512,0.0715,0.04,0.0735,0.0987,0.0444,0.0791,0.0327,0.0779
Poland,1999,32.6,302.29999999999995,20.6,406.6,32.6,18.4,10.5,0.0802,0.7435,0.0507,0.0802,0.05,0.0699,0.0976,0.0465,0.0786,0.035,0.0784
Poland,2000,31,293.5,23.8,395.5,28.7,18.5,10.4,0.0784,0.7421,0.0602,0.0726,0.05,0.0672,0.0949,0.0522,0.0765,0.031,0.0799
Poland,2001,30.7,294.8,22.5,394.4,28.4,18.1,10.3,0.0778,0.7475,0.057,0.072,0.05,0.0675,0.0933,0.0511,0.0755,0.0302,0.0796
Poland,2002,30,288.40000000000003,20.8,384.4,27.4,17.8,10.1,0.078,0.7503,0.0541,0.0713,0.05,0.067,0.0923,0.0476,0.0742,0.0288,0.0796
Poland,2003,29.4,297.3,23.7,398,29.9,17.7,10.4,0.0739,0.747,0.0595,0.0751,0.04,0.0662,0.0931,0.0526,0.0756,0.0311,0.0814
Poland,2004,29.4,297.09999999999997,25.5,403,33.8,17.2,10.6,0.073,0.7372,0.0633,0.0839,0.04,0.0661,0.0939,0.0546,0.0765,0.0345,0.0823
Poland,2005,29.7,294.9,25.5,403.4,36.3,17.1,10.6,0.0736,0.731,0.0632,0.09,0.04,0.0678,0.0938,0.0547,0.0772,0.0371,0.0847
Poland,2006,30.3,302.9,28,418.1,40.1,16.8,11,0.0725,0.7245,0.067,0.0959,0.04,0.0698,0.0967,0.0603,0.0802,0.0407,0.0858
Poland,2007,31,296.3,30.6,418.6,44.2,16.6,11,0.0741,0.7078,0.0731,0.1056,0.04,0.071,0.0967,0.0643,0.0811,0.0444,0.0878
Poland,2008,31,288.7,29.1,411.4,46.2,16.4,10.8,0.0754,0.7018,0.0707,0.1123,0.04,0.0714,0.0959,0.0646,0.0815,0.0476,0.0906
Poland,2009,30.3,276.90000000000003,23.1,393.4,46.9,16.3,10.3,0.077,0.7039,0.0587,0.1192,0.04,0.0708,0.1004,0.0613,0.084,0.0497,0.0931
Poland,2010,29.7,291.5,25,411.7,49.4,16,10.9,0.0721,0.708,0.0607,0.12,0.04,0.0701,0.1019,0.0634,0.0861,0.0527,0.0954
Poland,2011,30.1,287.6,27.9,411,50,15.5,10.8,0.0732,0.6998,0.0679,0.1217,0.04,0.071,0.1055,0.0716,0.0888,0.054,0.0956
Poland,2012,30,283.7,26.8,403.6,48,15.2,10.6,0.0743,0.7029,0.0664,0.1189,0.04,0.0711,0.1047,0.071,0.0884,0.0536,0.0963
Poland,2013,30.6,282.8,26.5,400,45.2,15,10.6,0.0765,0.707,0.0662,0.113,0.04,0.072,0.1076,0.0706,0.0895,0.0509,0.0992
Poland,2014,30.5,268.6,28.1,387.1,45.5,14.4,10.2,0.0788,0.6939,0.0726,0.1175,0.04,0.0705,0.11,0.0737,0.0901,0.0508,0.099
Poland,2015,29.6,270.4,28.5,390.4,48,13.9,10.3,0.0758,0.6926,0.073,0.123,0.04,0.0682,0.1099,0.0757,0.0902,0.0526,0.0971
Poland,2016,30.3,274.2,26.4,399.1,54.8,13.5,10.6,0.0759,0.687,0.0661,0.1373,0.03,0.0697,0.1132,0.0706,0.0927,0.0588,0.0964
Poland,2017,31.7,278.70000000000005,27,413.8,63.4,13,11,0.0766,0.6735,0.0652,0.1532,0.03,0.0722,0.1151,0.0715,0.0957,0.067,0.0936
Poland,2018,30.5,266.6,28.9,393.7,55.9,11.8,10.3,0.0775,0.6772,0.0734,0.142,0.03,0.0712,0.1139,0.0779,0.0936,0.0599,0.0895
Poland,2019,30.8,265.6,29,396.3,59,11.8,10.3,0.0777,0.6702,0.0732,0.1489,0.03,0.072,0.1156,0.0785,0.0953,0.063,0.0919
Poland,2020,31,264.59999999999997,29.2,398.9,62.1,11.9,10.5,0.0777,0.6633,0.0732,0.1557,0.03,0.0727,0.117,0.0796,0.0968,0.066,0.0953
Poland,2025,32,267.29999999999995,30.9,407.6,65.4,11.9,10.8,0.0785,0.6558,0.0758,0.1605,0.03,0.0753,0.1245,0.0898,0.1029,0.0703,0.1044
Poland,2030,32.3,266.6,31.9,409.9,67.2,11.8,11,0.0788,0.6504,0.0778,0.1639,0.03,0.0759,0.1301,0.0981,0.1075,0.074,0.1114
Poland,2035,32.1,233.1,32.6,375.9,66.4,11.7,10.2,0.0854,0.6201,0.0867,0.1766,0.03,0.0752,0.1209,0.1017,0.1025,0.0745,0.1179
Poland,2040,32.2,197.5,33.4,339.9,65.3,11.6,9.4,0.0947,0.5811,0.0983,0.1921,0.03,NA,NA,NA,NA,NA,NA
Portugal,1990,7.2,31.3,5.9,59.1,10.2,4.6,6.1,0.1218,0.5296,0.0998,0.1726,0.08,0.0133,0.0088,0.0114,0.0105,0.0129,0.0191
Portugal,1991,7.2,32.2,5.9,60.8,10.9,4.7,6.3,0.1184,0.5296,0.097,0.1793,0.08,0.0141,0.0092,0.0122,0.0109,0.0136,0.0193
Portugal,1992,7.1,35.900000000000006,5.6,65.1,11.8,4.8,6.7,0.1091,0.5515,0.086,0.1813,0.07,0.0145,0.0107,0.0121,0.0121,0.0143,0.0195
Portugal,1993,7,34.099999999999994,5.4,63.7,12.2,4.9,6.6,0.1099,0.5353,0.0848,0.1915,0.08,0.0147,0.0104,0.0119,0.0121,0.0147,0.0198
Portugal,1994,7,34,5.5,64.5,12.9,5.1,6.6,0.1085,0.5271,0.0853,0.2,0.08,0.0149,0.0106,0.0114,0.0123,0.0155,0.0207
Portugal,1995,7.1,36.9,6.2,68.9,13.5,5.2,7.1,0.103,0.5356,0.09,0.1959,0.08,0.015,0.0114,0.0124,0.013,0.0159,0.021
Portugal,1996,7.3,33.5,6.3,66.7,14.2,5.4,6.8,0.1094,0.5022,0.0945,0.2129,0.08,0.0154,0.0101,0.0126,0.0123,0.0163,0.0219
Portugal,1997,7.3,35.199999999999996,6.8,69.9,15.1,5.6,7.1,0.1044,0.5036,0.0973,0.216,0.08,0.0155,0.0109,0.0135,0.0131,0.0171,0.023
Portugal,1998,7.2,37.9,7,74.7,16.9,5.7,7.5,0.0964,0.5074,0.0937,0.2262,0.08,0.0154,0.0119,0.0145,0.0141,0.0185,0.0237
Portugal,1999,7.4,44.400000000000006,7.4,82.8,17.7,5.9,8.3,0.0894,0.5362,0.0894,0.2138,0.07,0.0159,0.0143,0.0167,0.016,0.019,0.0251
Portugal,2000,7.5,41.3,7.7,82.1,19.5,6.1,8.2,0.0914,0.503,0.0938,0.2375,0.07,0.0163,0.0133,0.0169,0.0159,0.021,0.0263
Portugal,2001,7.3,41.099999999999994,7.2,81.7,19.8,6.3,8.1,0.0894,0.5031,0.0881,0.2424,0.08,0.016,0.013,0.0163,0.0156,0.0211,0.0277
Portugal,2002,7.2,44.2,7.6,85.6,20.2,6.4,8.4,0.0841,0.5164,0.0888,0.236,0.07,0.0161,0.0142,0.0174,0.0165,0.0212,0.0286
Portugal,2003,6.7,39.199999999999996,7.7,80.3,20.1,6.6,7.9,0.0834,0.4882,0.0959,0.2503,0.08,0.0151,0.0123,0.0171,0.0152,0.0209,0.0304
Portugal,2004,6.8,41.5,8.4,83.3,20.1,6.6,8.2,0.0816,0.4982,0.1008,0.2413,0.08,0.0153,0.0131,0.018,0.0158,0.0205,0.0316
Portugal,2005,6.8,44.2,8.4,85.6,19.8,6.5,8.4,0.0794,0.5164,0.0981,0.2313,0.08,0.0155,0.0141,0.018,0.0164,0.0202,0.0322
Portugal,2006,6.7,39.7,8.2,80.9,19.9,6.4,7.9,0.0828,0.4907,0.1014,0.246,0.08,0.0154,0.0127,0.0176,0.0155,0.0202,0.0327
Portugal,2007,6.8,36.9,9.1,78.6,19.5,6.2,7.7,0.0865,0.4695,0.1158,0.2481,0.08,0.0156,0.012,0.0191,0.0152,0.0196,0.0328
Portugal,2008,6.8,35.3,8.9,76.2,19.2,6,7.5,0.0892,0.4633,0.1168,0.252,0.08,0.0157,0.0117,0.0197,0.0151,0.0198,0.0331
Portugal,2009,6.7,34,7.2,73,19.2,5.9,7.2,0.0918,0.4658,0.0986,0.263,0.08,0.0157,0.0123,0.0191,0.0156,0.0204,0.0337
Portugal,2010,6.6,29.9,7.6,68.8,18.9,5.8,6.8,0.0959,0.4346,0.1105,0.2747,0.08,0.0156,0.0105,0.0193,0.0144,0.0202,0.0346
Portugal,2011,6.6,30.5,7,67.4,17.6,5.7,6.7,0.0979,0.4525,0.1039,0.2611,0.08,0.0156,0.0112,0.018,0.0146,0.019,0.0352
Portugal,2012,6.6,30.400000000000002,6.8,65.6,16.2,5.5,6.5,0.1006,0.4634,0.1037,0.247,0.08,0.0157,0.0112,0.018,0.0144,0.0181,0.0348
Portugal,2013,6.6,28.599999999999998,7.3,63.7,15.8,5.4,6.4,0.1036,0.449,0.1146,0.248,0.08,0.0155,0.0109,0.0195,0.0143,0.0178,0.0357
Portugal,2014,6.8,27.8,7.8,63.7,16.2,5.2,6.4,0.1068,0.4364,0.1224,0.2543,0.08,0.0157,0.0114,0.0205,0.0148,0.0181,0.0357
Portugal,2015,6.8,31.900000000000002,7.9,67.7,16.3,4.9,6.9,0.1004,0.4712,0.1167,0.2408,0.07,0.0157,0.013,0.021,0.0156,0.0178,0.0342
Portugal,2016,6.8,30.3,7.3,65.9,16.8,4.7,6.7,0.1032,0.4598,0.1108,0.2549,0.07,0.0156,0.0125,0.0195,0.0153,0.018,0.0335
Portugal,2017,6.9,34.1,7.8,70.5,17.1,4.7,7.2,0.0979,0.4837,0.1106,0.2426,0.07,0.0157,0.0141,0.0207,0.0163,0.0181,0.0338
Portugal,2018,6.8,29.999999999999996,7.4,65.7,16.3,5.3,6.4,0.1035,0.4566,0.1126,0.2481,0.08,0.0159,0.0128,0.0199,0.0156,0.0175,0.0402
Portugal,2019,6.8,29.3,7.2,64.4,16.3,4.8,6.3,0.1056,0.455,0.1118,0.2531,0.07,0.0159,0.0128,0.0195,0.0155,0.0174,0.0374
Portugal,2020,6.8,28.599999999999998,7,63.2,16.3,4.4,6.1,0.1076,0.4525,0.1108,0.2579,0.07,0.0159,0.0126,0.0191,0.0153,0.0173,0.0352
Portugal,2025,6.2,23.900000000000002,5.9,56.6,16.7,3.8,5.6,0.1095,0.4223,0.1042,0.2951,0.07,0.0146,0.0111,0.0171,0.0143,0.0179,0.0333
Portugal,2030,5.6,17.1,5.2,42.4,11.2,3.3,4.2,0.1321,0.4033,0.1226,0.2642,0.08,0.0132,0.0083,0.016,0.0111,0.0123,0.0312
Portugal,2035,5.7,13.899999999999999,4.7,37.3,10.3,2.8,3.8,0.1528,0.3727,0.126,0.2761,0.08,0.0133,0.0072,0.0147,0.0102,0.0116,0.0282
Portugal,2040,5.8,12.999999999999998,4.5,32.5,6.9,2.4,3.4,0.1785,0.4,0.1385,0.2123,0.07,NA,NA,NA,NA,NA,NA
Romania,1990,35.7,163.29999999999998,31.7,248.1,12.4,5,10.7,0.1439,0.6582,0.1278,0.05,0.02,0.0657,0.0459,0.0613,0.0439,0.0156,0.0208
Romania,1991,28.5,137.9,23,205,10.6,4.9,8.9,0.139,0.6727,0.1122,0.0517,0.02,0.0557,0.0392,0.0477,0.0369,0.0132,0.0201
Romania,1992,25.4,129.9,19.9,191,10.9,4.9,8.4,0.133,0.6801,0.1042,0.0571,0.03,0.0519,0.0387,0.0429,0.0355,0.0132,0.0199
Romania,1993,25.5,122.60000000000001,20.5,182.1,8.7,4.9,8,0.14,0.6733,0.1126,0.0478,0.03,0.0534,0.0375,0.045,0.0345,0.0105,0.0198
Romania,1994,24.2,121.2,20.5,180.2,9.3,4.9,8,0.1343,0.6726,0.1138,0.0516,0.03,0.0514,0.0376,0.0424,0.0343,0.0111,0.0199
Romania,1995,24.2,125.5,23.7,187.2,8.6,5.2,8.3,0.1293,0.6704,0.1266,0.0459,0.03,0.0512,0.0387,0.0476,0.0353,0.0101,0.021
Romania,1996,23.4,125.9,23.1,189.6,12,5.2,8.4,0.1234,0.664,0.1218,0.0633,0.03,0.0494,0.0379,0.0462,0.035,0.0137,0.0211
Romania,1997,21.9,125.3,21.4,186,12.2,5.3,8.3,0.1177,0.6737,0.1151,0.0656,0.03,0.0465,0.0389,0.0424,0.0349,0.0138,0.0218
Romania,1998,21,108.9,20.2,166.8,11.5,5.3,7.4,0.1259,0.6529,0.1211,0.0689,0.03,0.0449,0.0343,0.0419,0.0316,0.0126,0.0221
Romania,1999,19.7,95.60000000000001,17.6,147.9,9.6,5.3,6.6,0.1332,0.6464,0.119,0.0649,0.04,0.0422,0.0309,0.0397,0.0286,0.0103,0.0226
Romania,2000,19,90,18.9,143.1,9.9,5.3,6.4,0.1328,0.6289,0.1321,0.0692,0.04,0.0412,0.0291,0.0415,0.0277,0.0107,0.0229
Romania,2001,19.2,91.5,18.3,146.2,11.9,5.3,6.6,0.1313,0.6259,0.1252,0.0814,0.04,0.0422,0.029,0.0416,0.028,0.0127,0.0233
Romania,2002,19.5,92.60000000000001,19.2,148.9,12.3,5.3,6.9,0.131,0.6219,0.1289,0.0826,0.04,0.0435,0.0296,0.044,0.0287,0.0129,0.0237
Romania,2003,20,95.2,19.9,153.7,13,5.6,7.1,0.1301,0.6194,0.1295,0.0846,0.04,0.045,0.0298,0.0442,0.0292,0.0135,0.0258
Romania,2004,20.9,90.30000000000001,22.1,152.5,13.6,5.7,7.1,0.137,0.5921,0.1449,0.0892,0.04,0.047,0.0285,0.0473,0.029,0.0139,0.0273
Romania,2005,21.1,89.9,22,151.4,12.6,5.7,7.1,0.1394,0.5938,0.1453,0.0832,0.04,0.0482,0.0286,0.0472,0.029,0.0129,0.0282
Romania,2006,21.2,90.80000000000001,21.5,152.1,13.1,5.5,7.2,0.1394,0.597,0.1414,0.0861,0.04,0.0488,0.029,0.0463,0.0292,0.0133,0.0281
Romania,2007,21.3,90.8,21.7,153.1,13.7,5.6,7.4,0.1391,0.5931,0.1417,0.0895,0.04,0.0488,0.0296,0.0456,0.0297,0.0138,0.0296
Romania,2008,20.9,89.3,18.4,149.6,15.4,5.5,7.3,0.1397,0.5969,0.123,0.1029,0.04,0.0482,0.0297,0.0408,0.0296,0.0159,0.0304
Romania,2009,20.3,76.39999999999999,12.3,129.6,15.2,5.5,6.4,0.1566,0.5895,0.0949,0.1173,0.04,0.0475,0.0277,0.0326,0.0277,0.0161,0.0314
Romania,2010,18.1,71.89999999999999,14.1,123.9,14.2,5.6,6.1,0.1461,0.5803,0.1138,0.1146,0.05,0.0427,0.0251,0.0358,0.0259,0.0151,0.0334
Romania,2011,18.4,76.6,14.8,129.2,14.4,5,6.4,0.1424,0.5929,0.1146,0.1115,0.04,0.0434,0.0281,0.038,0.0279,0.0156,0.0308
Romania,2012,18.2,73.39999999999999,13.5,125.9,15.2,5.6,6.3,0.1446,0.583,0.1072,0.1207,0.04,0.0432,0.0271,0.0358,0.0276,0.017,0.0355
Romania,2013,18.8,64.80000000000001,11.7,116.3,15.1,5.9,5.8,0.1617,0.5572,0.1006,0.1298,0.05,0.0442,0.0247,0.0312,0.026,0.017,0.039
Romania,2014,18.9,63.6,12.4,116.3,15.6,5.9,5.9,0.1625,0.5469,0.1066,0.1341,0.05,0.0437,0.026,0.0325,0.0271,0.0174,0.0405
Romania,2015,19.2,63.099999999999994,12.6,116.5,15.7,5.9,5.9,0.1648,0.5416,0.1082,0.1348,0.05,0.0443,0.0256,0.0334,0.0269,0.0172,0.0412
Romania,2016,19.2,59.60000000000001,12.8,114.3,16.8,5.9,5.8,0.168,0.5214,0.112,0.147,0.05,0.0442,0.0246,0.0343,0.0266,0.018,0.0421
Romania,2017,19.3,57.5,13.1,113.8,18,5.9,5.9,0.1696,0.5053,0.1151,0.1582,0.05,0.044,0.0237,0.0347,0.0263,0.019,0.0425
Romania,2018,19,63.800000000000004,12.3,117.4,16.9,5.4,6,0.1618,0.5434,0.1048,0.144,0.05,0.0444,0.0273,0.0332,0.0279,0.0181,0.0409
Romania,2019,19.1,63.5,12.5,117.8,17.3,5.3,6.1,0.1621,0.539,0.1061,0.1469,0.04,0.0447,0.0276,0.0338,0.0283,0.0185,0.0413
Romania,2020,19.2,63.2,12.7,118.2,17.8,5.2,6.1,0.1624,0.5347,0.1074,0.1506,0.04,0.045,0.0279,0.0346,0.0287,0.0189,0.0416
Romania,2025,20.6,60.60000000000001,13.9,119,19.3,4.6,6.4,0.1731,0.5092,0.1168,0.1622,0.04,0.0485,0.0282,0.0404,0.03,0.0207,0.0404
Romania,2030,21.9,65,14.8,126.3,20.3,4.3,7,0.1734,0.5146,0.1172,0.1607,0.03,0.0515,0.0317,0.0455,0.0331,0.0224,0.0406
Romania,2035,23.4,67,15.6,130.9,20.9,4.1,7.4,0.1788,0.5118,0.1192,0.1597,0.03,0.0548,0.0347,0.0487,0.0357,0.0234,0.0413
Slovakia,1990,5.9,49.5,9.8,73.4,6.8,1.4,13.9,0.0804,0.6744,0.1335,0.0926,0.02,0.0109,0.0139,0.0189,0.013,0.0086,0.0058
Slovakia,1991,5.1,44.1,7.6,64,5.8,1.4,12.1,0.0797,0.6891,0.1188,0.0906,0.02,0.01,0.0125,0.0158,0.0115,0.0072,0.0057
Slovakia,1992,4.2,40.5,7.2,58.5,5.2,1.4,11,0.0718,0.6923,0.1231,0.0889,0.02,0.0086,0.0121,0.0155,0.0109,0.0063,0.0057
Slovakia,1993,3.6,36.8,8.2,55,5,1.4,10.3,0.0655,0.6691,0.1491,0.0909,0.03,0.0075,0.0112,0.018,0.0104,0.006,0.0057
Slovakia,1994,3.4,34.6,8.4,52.6,4.8,1.4,9.9,0.0646,0.6578,0.1597,0.0913,0.03,0.0072,0.0107,0.0174,0.01,0.0057,0.0057
Slovakia,1995,3.5,33.5,9.4,53.2,5.5,1.4,9.9,0.0658,0.6297,0.1767,0.1034,0.03,0.0074,0.0103,0.0189,0.01,0.0065,0.0057
Slovakia,1996,3.4,33,9.7,53.2,5.7,1.4,9.9,0.0639,0.6203,0.1823,0.1071,0.03,0.0072,0.0099,0.0194,0.0098,0.0065,0.0057
Slovakia,1997,3.4,32.7,9.7,53,5.8,1.4,9.9,0.0642,0.617,0.183,0.1094,0.03,0.0072,0.0102,0.0192,0.01,0.0066,0.0057
Slovakia,1998,3.1,31.9,9.9,52.4,6.1,1.4,9.7,0.0592,0.6088,0.1889,0.1164,0.03,0.0066,0.01,0.0205,0.0099,0.0067,0.0058
Slovakia,1999,2.9,31.4,9.5,51.1,6,1.4,9.5,0.0568,0.6145,0.1859,0.1174,0.03,0.0062,0.0101,0.0214,0.0099,0.0064,0.006
Slovakia,2000,2.7,30.7,8.6,49.2,5.7,1.4,9.1,0.0549,0.624,0.1748,0.1159,0.03,0.0059,0.0099,0.0189,0.0095,0.0061,0.006
Slovakia,2001,2.9,32.3,8.8,51.5,6.1,1.4,9.6,0.0563,0.6272,0.1709,0.1184,0.03,0.0064,0.0102,0.02,0.0099,0.0065,0.0062
Slovakia,2002,2.9,29.8,9.8,50.1,6.2,1.4,9.3,0.0579,0.5948,0.1956,0.1238,0.03,0.0065,0.0095,0.0224,0.0097,0.0065,0.0063
Slovakia,2003,2.7,30.799999999999997,9.4,50.4,6.1,1.4,9.4,0.0536,0.6111,0.1865,0.121,0.03,0.0061,0.0096,0.0209,0.0096,0.0064,0.0064
Slovakia,2004,2.5,29.599999999999998,10.7,51.1,6.8,1.5,9.5,0.0489,0.5793,0.2094,0.1331,0.03,0.0056,0.0094,0.0229,0.0097,0.0069,0.0072
Slovakia,2005,2.5,29.3,10.2,51.1,7.7,1.5,9.5,0.0489,0.5734,0.1996,0.1507,0.03,0.0057,0.0093,0.0219,0.0098,0.0079,0.0074
Slovakia,2006,2.4,29.2,11,51,6.8,1.5,9.5,0.0471,0.5725,0.2157,0.1333,0.03,0.0055,0.0093,0.0237,0.0098,0.0069,0.0077
Slovakia,2007,2.5,26.9,10.9,49.2,7.5,1.5,9.2,0.0508,0.5467,0.2215,0.1524,0.03,0.0057,0.0088,0.0229,0.0095,0.0075,0.0079
Slovakia,2008,2.4,27.1,10.8,49.7,7.9,1.5,9.3,0.0483,0.5453,0.2173,0.159,0.03,0.0055,0.009,0.024,0.0098,0.0081,0.0083
Slovakia,2009,2.3,25.4,9.2,45.4,7,1.5,8.5,0.0507,0.5595,0.2026,0.1542,0.03,0.0054,0.0092,0.0244,0.0097,0.0074,0.0086
Slovakia,2010,2.3,25.4,9.5,46.3,7.5,1.6,8.6,0.0497,0.5486,0.2052,0.162,0.03,0.0054,0.0089,0.0241,0.0097,0.008,0.0095
Slovakia,2011,2.4,25.4,9.1,45.5,7.1,1.6,8.5,0.0527,0.5582,0.2,0.156,0.04,0.0057,0.0093,0.0233,0.0098,0.0077,0.0099
Slovakia,2012,2.5,22.9,9,43.1,7,1.6,8,0.058,0.5313,0.2088,0.1624,0.04,0.0059,0.0084,0.0239,0.0094,0.0078,0.0101
Slovakia,2013,2.5,23,8.7,42.7,6.8,1.6,7.9,0.0585,0.5386,0.2037,0.1593,0.04,0.0059,0.0088,0.0232,0.0096,0.0077,0.0106
Slovakia,2014,2.7,20.799999999999997,9,40.7,6.6,1.6,7.5,0.0663,0.5111,0.2211,0.1622,0.04,0.0062,0.0085,0.0236,0.0095,0.0074,0.011
Slovakia,2015,2.5,20.9,9.2,41.6,7.3,1.7,7.7,0.0601,0.5024,0.2212,0.1755,0.04,0.0058,0.0085,0.0244,0.0096,0.008,0.0119
Slovakia,2016,2.6,21,9.4,42.2,7.5,1.7,7.8,0.0616,0.4976,0.2227,0.1777,0.04,0.006,0.0087,0.0252,0.0098,0.008,0.0121
Slovakia,2017,2.5,21.7,9.6,43.3,7.7,1.7,8,0.0577,0.5012,0.2217,0.1778,0.04,0.0057,0.009,0.0254,0.01,0.0081,0.0122
Slovakia,2018,2.4,21.6,9.6,42.9,7.7,1.6,7.9,0.0559,0.5035,0.2238,0.1795,0.04,0.0056,0.0092,0.0259,0.0102,0.0083,0.0121
Slovakia,2019,2.4,21.400000000000002,9.5,42.6,7.7,1.6,7.7,0.0563,0.5023,0.223,0.1808,0.04,0.0056,0.0093,0.0257,0.0102,0.0082,0.0125
Slovakia,2020,2.4,21.2,9.4,42.4,7.8,1.6,7.7,0.0566,0.5,0.2217,0.184,0.04,0.0056,0.0094,0.0256,0.0103,0.0083,0.0128
Slovakia,2025,2.4,20.8,9.1,42,8.5,1.3,7.8,0.0571,0.4952,0.2167,0.2024,0.03,0.0056,0.0097,0.0264,0.0106,0.0091,0.0114
Slovakia,2030,2.4,21.099999999999998,8.1,41.4,8.8,1,7.7,0.058,0.5097,0.1957,0.2126,0.02,0.0056,0.0103,0.0249,0.0109,0.0097,0.0094
Slovakia,2035,2.5,19.7,7.7,39.5,8.8,0.9,7.5,0.0633,0.4987,0.1949,0.2228,0.02,0.0059,0.0102,0.024,0.0108,0.0099,0.0091
Slovakia,2040,2.6,19.4,7.2,38.5,8.6,0.8,7.3,0.0675,0.5039,0.187,0.2234,0.02,NA,NA,NA,NA,NA,NA
Slovenia,1990,1.8,11.899999999999999,1.4,18.6,2.7,0.8,9.4,0.0968,0.6398,0.0753,0.1452,0.04,0.0033,0.0033,0.0027,0.0033,0.0034,0.0033
Slovenia,1991,1.7,11.200000000000001,1.1,17.3,2.6,0.8,8.7,0.0983,0.6474,0.0636,0.1503,0.05,0.0033,0.0032,0.0023,0.0031,0.0032,0.0033
Slovenia,1992,1.8,11.100000000000001,1.1,17.4,2.7,0.7,8.7,0.1034,0.6379,0.0632,0.1552,0.04,0.0037,0.0033,0.0024,0.0032,0.0033,0.0028
Slovenia,1993,1.7,11.1,0.9,17.6,3.1,0.7,8.9,0.0966,0.6307,0.0511,0.1761,0.04,0.0036,0.0034,0.002,0.0033,0.0037,0.0028
Slovenia,1994,1.8,11,1.1,18,3.4,0.8,9.1,0.1,0.6111,0.0611,0.1889,0.04,0.0038,0.0034,0.0023,0.0034,0.0041,0.0032
Slovenia,1995,1.8,11.3,1.1,18.7,3.8,0.8,9.4,0.0963,0.6043,0.0588,0.2032,0.04,0.0038,0.0035,0.0022,0.0035,0.0045,0.0032
Slovenia,1996,1.7,11.4,1.1,19.4,4.4,0.8,9.8,0.0876,0.5876,0.0567,0.2268,0.04,0.0036,0.0034,0.0022,0.0036,0.005,0.0032
Slovenia,1997,1.7,11.600000000000001,1.1,19.7,4.5,0.8,10,0.0863,0.5888,0.0558,0.2284,0.04,0.0036,0.0036,0.0022,0.0037,0.0051,0.0033
Slovenia,1998,1.7,11.9,1.1,19.5,3.9,0.8,9.8,0.0872,0.6103,0.0564,0.2,0.04,0.0036,0.0037,0.0023,0.0037,0.0043,0.0033
Slovenia,1999,1.7,11.5,1.1,18.8,3.7,0.8,9.5,0.0904,0.6117,0.0585,0.1968,0.04,0.0036,0.0037,0.0025,0.0036,0.004,0.0034
Slovenia,2000,1.8,11.399999999999999,1.2,19.1,3.8,0.9,9.6,0.0942,0.5969,0.0628,0.199,0.05,0.0039,0.0037,0.0026,0.0037,0.0041,0.0039
Slovenia,2001,1.8,12.200000000000001,1.2,20,3.9,0.9,10.1,0.09,0.61,0.06,0.195,0.04,0.004,0.0039,0.0027,0.0038,0.0041,0.004
Slovenia,2002,1.8,12.299999999999999,1.2,20.2,3.9,0.9,10.2,0.0891,0.6089,0.0594,0.1931,0.04,0.004,0.0039,0.0027,0.0039,0.0041,0.004
Slovenia,2003,1.7,12,1.3,19.9,4,0.9,10,0.0854,0.603,0.0653,0.201,0.05,0.0038,0.0038,0.0029,0.0038,0.0042,0.0041
