country.name,year,agriculture.ghg.emissions.mio.tonnes,energy.ghg.emissions.mio.tonnes,industry.ghg.emissions.mio.tonnes,total.ghg.emissions.mio.tonnes,transport.ghg.emissions.mio.tonnes,waste.ghg.emissions.mio.tonnes,ghg.emissions.per.capita.tonnes,agriculture.ghg.emissions.national.share,energy.ghg.emissions.national.share,industry.ghg.emissions.national.share,transport.ghg.emissions.national.share,waste.ghg.emissions.national.share,agriculture.ghg.emissions.EU28.share,energy.ghg.emissions.EU28.share,industry.ghg.emissions.EU28.share,total.ghg.emissions.EU28.share,transport.ghg.emissions.EU28.share,waste.ghg.emissions.EU28.share
Iceland,2013,0.5,0.9,2,4.6,0.9,0.3,15.8,0.1087,0.1957,0.4348,0.1957,0.07,0.0012,3e-4,0.0053,0.001,0.001,0.002
Iceland,2014,0.6,0.9999999999999999,1.9,4.6,0.9,0.2,15.9,0.1304,0.2174,0.413,0.1957,0.04,0.0014,4e-4,0.005,0.0011,0.001,0.0014
Iceland,2015,0.6,0.9999999999999999,2,4.7,0.9,0.2,16.3,0.1277,0.2128,0.4255,0.1915,0.04,0.0014,4e-4,0.0053,0.0011,0.001,0.0014
Iceland,2016,0.6,0.8999999999999999,2,4.6,1,0.2,16.6,0.1304,0.1957,0.4348,0.2174,0.04,0.0014,4e-4,0.0054,0.0011,0.0011,0.0014
Iceland,2017,0.6,0.8999999999999999,2,4.8,1,0.2,17.2,0.125,0.1875,0.4167,0.2083,0.04,0.0014,4e-4,0.0053,0.0011,0.0011,0.0014
Iceland,2018,0.6,0.8999999999999999,2.2,4.9,1,0.2,12.2,0.1224,0.1837,0.449,0.2041,0.04,0.0014,4e-4,0.0059,0.0012,0.0011,0.0015
Iceland,2019,0.6,1,2.2,5,1,0.2,12.5,0.12,0.2,0.44,0.2,0.04,0.0014,4e-4,0.006,0.0012,0.0011,0.0016
Iceland,2020,0.6,1,2.2,5,1,0.2,12.5,0.12,0.2,0.44,0.2,0.04,0.0014,4e-4,0.006,0.0012,0.0011,0.0016
Iceland,2025,0.5,0.9999999999999999,2.2,4.8,0.9,0.2,12,0.1042,0.2083,0.4583,0.1875,0.04,0.0012,5e-4,0.0064,0.0012,0.001,0.0018
Iceland,2030,0.5,1,2.1,4.5,0.6,0.2,11.2,0.1111,0.2222,0.4667,0.1333,0.04,0.0012,5e-4,0.0065,0.0012,7e-4,0.0019
Iceland,2035,0.5,0.9999999999999999,2,4.2,0.4,0.2,10.5,0.119,0.2381,0.4762,0.0952,0.05,0.0012,5e-4,0.0062,0.0011,4e-4,0.002
Ireland,1990,19.5,25.8,3.3,55.4,5.2,1.5,16.1,0.352,0.4657,0.0596,0.0939,0.03,0.0359,0.0073,0.0064,0.0098,0.0066,0.0062
Ireland,1991,19.6,26.599999999999998,3,56.1,5.3,1.6,16.2,0.3494,0.4742,0.0535,0.0945,0.03,0.0383,0.0076,0.0062,0.0101,0.0066,0.0066
Ireland,1992,19.6,26,2.9,56,5.8,1.7,16,0.35,0.4643,0.0518,0.1036,0.03,0.04,0.0077,0.0062,0.0104,0.007,0.0069
Ireland,1993,19.7,26.3,2.9,56.4,5.7,1.7,16.1,0.3493,0.4663,0.0514,0.1011,0.03,0.0413,0.008,0.0064,0.0107,0.0069,0.0069
Ireland,1994,19.8,26.9,3.2,57.7,6,1.8,16.4,0.3432,0.4662,0.0555,0.104,0.03,0.042,0.0084,0.0066,0.011,0.0072,0.0073
Ireland,1995,20.2,27.499999999999996,3.3,59.2,6.3,1.8,16.7,0.3412,0.4645,0.0557,0.1064,0.03,0.0427,0.0085,0.0066,0.0112,0.0074,0.0073
Ireland,1996,20.6,28.099999999999998,3.5,61.3,7.3,1.7,17.1,0.3361,0.4584,0.0571,0.1191,0.03,0.0435,0.0085,0.007,0.0113,0.0084,0.0069
Ireland,1997,20.7,28.900000000000002,4,62.7,7.7,1.4,17.4,0.3301,0.4609,0.0638,0.1228,0.02,0.0439,0.009,0.0079,0.0118,0.0087,0.0057
Ireland,1998,21.1,29.699999999999996,3.9,65.2,9.1,1.5,17.9,0.3236,0.4555,0.0598,0.1396,0.02,0.0451,0.0093,0.0081,0.0123,0.01,0.0062
Ireland,1999,20.7,30.400000000000002,4,66.3,9.8,1.5,18.1,0.3122,0.4585,0.0603,0.1478,0.02,0.0444,0.0098,0.009,0.0128,0.0105,0.0064
Ireland,2000,19.7,31.7,4.8,68.5,10.8,1.5,18.5,0.2876,0.4628,0.0701,0.1577,0.02,0.0427,0.0102,0.0105,0.0133,0.0117,0.0065
Ireland,2001,19.4,33.3,4.9,70.5,11.3,1.6,18.8,0.2752,0.4723,0.0695,0.1603,0.02,0.0426,0.0105,0.0111,0.0135,0.012,0.007
Ireland,2002,19,31.9,4.3,68.4,11.5,1.7,18,0.2778,0.4664,0.0629,0.1681,0.02,0.0424,0.0102,0.0098,0.0132,0.0121,0.0076
Ireland,2003,19.3,32.3,3.6,68.7,11.7,1.8,17.8,0.2809,0.4702,0.0524,0.1703,0.03,0.0435,0.0101,0.008,0.013,0.0122,0.0083
Ireland,2004,19,31.4,3.7,68,12.4,1.5,17.2,0.2794,0.4618,0.0544,0.1824,0.02,0.0427,0.0099,0.0079,0.0129,0.0127,0.0072
Ireland,2005,18.7,32.6,3.8,69.5,13.1,1.3,17.3,0.2691,0.4691,0.0547,0.1885,0.02,0.0427,0.0104,0.0082,0.0133,0.0134,0.0064
Ireland,2006,18.3,31.400000000000002,3.9,68.8,13.8,1.3,16.8,0.266,0.4564,0.0567,0.2006,0.02,0.0421,0.01,0.0084,0.0132,0.014,0.0066
Ireland,2007,18.1,30.800000000000004,3.9,68,14.4,0.8,16.2,0.2662,0.4529,0.0574,0.2118,0.01,0.0414,0.01,0.0082,0.0132,0.0145,0.0042
Ireland,2008,17.8,31.599999999999998,3.5,67.3,13.7,0.7,15.6,0.2645,0.4695,0.052,0.2036,0.01,0.041,0.0105,0.0078,0.0133,0.0141,0.0039
Ireland,2009,17.6,28.299999999999997,2.7,61.5,12.5,0.5,14.1,0.2862,0.4602,0.0439,0.2033,0.01,0.0411,0.0103,0.0072,0.0131,0.0133,0.0029
Ireland,2010,17.7,28.9,2.5,61.1,11.5,0.5,13.9,0.2897,0.473,0.0409,0.1882,0.01,0.0418,0.0101,0.0063,0.0128,0.0123,0.003
Ireland,2011,17.1,25.7,2.3,57,11.2,0.6,12.9,0.3,0.4509,0.0404,0.1965,0.01,0.0403,0.0094,0.0059,0.0123,0.0121,0.0037
Ireland,2012,17.5,26.2,2.6,57.6,10.8,0.5,12.9,0.3038,0.4549,0.0451,0.1875,0.01,0.0415,0.0097,0.0069,0.0126,0.0121,0.0032
Ireland,2013,18.5,24.699999999999996,2.5,57.4,11.1,0.7,12.9,0.3223,0.4303,0.0436,0.1934,0.01,0.0435,0.0094,0.0067,0.0128,0.0125,0.0046
Ireland,2014,18.3,23.7,2.9,57.1,11.3,0.9,12.7,0.3205,0.4151,0.0508,0.1979,0.02,0.0423,0.0097,0.0076,0.0133,0.0126,0.0062
Ireland,2015,18.5,24.8,3.1,59.2,11.8,0.9,13.1,0.3125,0.4189,0.0524,0.1993,0.02,0.0426,0.0101,0.0082,0.0137,0.0129,0.0063
Ireland,2016,19,25.599999999999998,3.3,61.3,12.3,1,13.4,0.31,0.4176,0.0538,0.2007,0.02,0.0437,0.0106,0.0088,0.0142,0.0132,0.0071
Ireland,2017,19.6,24.799999999999997,3.5,60.7,12,0.9,13.3,0.3229,0.4086,0.0577,0.1977,0.01,0.0446,0.0102,0.0093,0.014,0.0127,0.0065
Ireland,2018,19.6,25.5,3.5,61.9,12.5,0.7,12.6,0.3166,0.412,0.0565,0.2019,0.01,0.0458,0.0109,0.0094,0.0147,0.0134,0.0053
Ireland,2019,19.8,25.400000000000002,3.4,62,12.7,0.6,12.7,0.3194,0.4097,0.0548,0.2048,0.01,0.0463,0.0111,0.0092,0.0149,0.0136,0.0047
Ireland,2020,20,24.700000000000003,3.4,61.5,12.9,0.6,12.6,0.3252,0.4016,0.0553,0.2098,0.01,0.0469,0.0109,0.0093,0.0149,0.0137,0.0048
Ireland,2025,20.3,26.4,3.6,63.8,13,0.5,12.5,0.3182,0.4138,0.0564,0.2038,0.01,0.0478,0.0123,0.0105,0.0161,0.014,0.0044
Ireland,2030,20.4,26.200000000000003,3.8,64.3,13.4,0.4,12.1,0.3173,0.4075,0.0591,0.2084,0.01,0.0479,0.0128,0.0117,0.0169,0.0148,0.0038
Ireland,2035,20.5,23.200000000000003,4.2,61.3,13,0.4,11.4,0.3344,0.3785,0.0685,0.2121,0.01,0.048,0.012,0.0131,0.0167,0.0146,0.004
Ireland,2040,20.6,23.7,4.2,61.6,12.7,0.4,11,0.3344,0.3847,0.0682,0.2062,0.01,NA,NA,NA,NA,NA,NA
Italy,1990,34.7,323,40.5,517.7,102.2,17.3,9.2,0.067,0.6239,0.0782,0.1974,0.03,0.0639,0.0908,0.0783,0.0916,0.1288,0.072
Italy,1991,35.4,320.6,40,518.9,104.9,18,9.2,0.0682,0.6178,0.0771,0.2022,0.03,0.0691,0.0912,0.0829,0.0934,0.1311,0.0738
Italy,1992,34.8,312.8,39.4,515.5,110,18.4,9.2,0.0675,0.6068,0.0764,0.2134,0.04,0.0711,0.0932,0.0849,0.0958,0.1335,0.0748
Italy,1993,35.2,307.3,36.5,509.4,111.7,18.8,9.1,0.0691,0.6033,0.0717,0.2193,0.04,0.0738,0.0939,0.0801,0.0964,0.1349,0.0761
Italy,1994,34.8,302.6,35.1,503.5,111.5,19.5,9,0.0691,0.601,0.0697,0.2214,0.04,0.0739,0.094,0.0726,0.0958,0.1335,0.0791
Italy,1995,34.7,325.09999999999997,38.4,532.4,114.3,20,9.5,0.0652,0.6106,0.0721,0.2147,0.04,0.0734,0.1003,0.077,0.1003,0.1349,0.0808
Italy,1996,34.5,318.70000000000005,35.3,525.3,116.1,20.7,9.3,0.0657,0.6067,0.0672,0.221,0.04,0.0728,0.0959,0.0707,0.0969,0.1329,0.0839
Italy,1997,35.1,321.5,35.9,531.9,118,21.3,9.5,0.066,0.6044,0.0675,0.2218,0.04,0.0745,0.0998,0.0711,0.0999,0.1333,0.0874
Italy,1998,34.5,328.70000000000005,36.5,543.1,122.4,21.1,9.7,0.0635,0.6052,0.0672,0.2254,0.04,0.0737,0.1035,0.0757,0.1028,0.1339,0.0878
Italy,1999,34.8,331.5,37,548.2,123.8,21.1,9.8,0.0635,0.6047,0.0675,0.2258,0.04,0.0746,0.1071,0.0835,0.106,0.1328,0.0899
Italy,2000,33.9,335.3,39.2,554.1,123.8,21.9,9.9,0.0612,0.6051,0.0707,0.2234,0.04,0.0735,0.1084,0.086,0.1072,0.1336,0.0946
Italy,2001,33.4,338,41.1,561.2,125.6,23.2,10,0.0595,0.6023,0.0732,0.2238,0.04,0.0734,0.107,0.0933,0.1074,0.1336,0.102
Italy,2002,32.8,336.5,41.5,561.2,128,22.4,10,0.0584,0.5996,0.0739,0.2281,0.04,0.0732,0.1077,0.0951,0.1083,0.1346,0.1002
Italy,2003,32.7,349.4,43.2,575.7,128.1,22.3,10.2,0.0568,0.6069,0.075,0.2225,0.04,0.0736,0.1094,0.0959,0.1093,0.1334,0.1026
Italy,2004,32.5,349.8,46.3,580,129.8,21.7,10.2,0.056,0.6031,0.0798,0.2238,0.04,0.0731,0.1105,0.0992,0.1102,0.1325,0.1039
Italy,2005,31.9,351.29999999999995,47.2,580.6,128.4,21.9,10.2,0.0549,0.6051,0.0813,0.2212,0.04,0.0728,0.1117,0.1013,0.111,0.1312,0.1084
Italy,2006,31.7,344,43.3,570,129.7,21.3,10,0.0556,0.6035,0.076,0.2275,0.04,0.073,0.1098,0.0932,0.1093,0.1315,0.1088
Italy,2007,32.3,334.3,43.4,560.6,129.5,21,9.8,0.0576,0.5963,0.0774,0.231,0.04,0.074,0.1091,0.0912,0.1086,0.1301,0.1111
Italy,2008,31.4,332.70000000000005,41,547.8,122.4,20.4,9.5,0.0573,0.6073,0.0748,0.2234,0.04,0.0724,0.1105,0.0909,0.1085,0.1261,0.1126
Italy,2009,30.7,292.3,35.8,496.2,116.8,20.6,8.5,0.0619,0.5891,0.0721,0.2354,0.04,0.0718,0.1059,0.095,0.106,0.1238,0.1176
Italy,2010,30,303.40000000000003,36.7,505.8,115.2,20.4,8.7,0.0593,0.5998,0.0726,0.2278,0.04,0.0709,0.1061,0.0931,0.1057,0.1229,0.1216
Italy,2011,30.5,291,37,492.5,114.2,19.8,8.5,0.0619,0.5909,0.0751,0.2319,0.04,0.072,0.1068,0.0949,0.1065,0.1234,0.1221
Italy,2012,31.1,281.1,34.2,472.7,106.5,19.9,8.1,0.0658,0.5947,0.0724,0.2253,0.04,0.0737,0.1037,0.0906,0.1036,0.1189,0.126
Italy,2013,30.3,256.8,33.1,442.7,103.8,18.6,7.5,0.0684,0.5801,0.0748,0.2345,0.04,0.0713,0.0977,0.0882,0.0991,0.1168,0.123
Italy,2014,29.9,236.6,32.6,426.2,108.6,18.5,7.2,0.0702,0.5551,0.0765,0.2548,0.04,0.0691,0.0969,0.0855,0.0992,0.1212,0.1271
Italy,2015,30.1,246.8,32.6,434,106,18.6,7.3,0.0694,0.5687,0.0751,0.2442,0.04,0.0694,0.1003,0.0865,0.1003,0.1161,0.1299
Italy,2016,31,247.20000000000002,32.6,432.1,103.1,18.3,7.3,0.0717,0.5721,0.0754,0.2386,0.04,0.0713,0.1021,0.0872,0.1004,0.1106,0.1306
Italy,2017,30.8,246.39999999999998,32.8,427.7,99.5,18.2,7.3,0.072,0.5761,0.0767,0.2326,0.04,0.0702,0.1017,0.0869,0.0989,0.1052,0.131
Italy,2018,30.8,242.39999999999998,32.4,425.6,103,17,7,0.0724,0.5695,0.0761,0.242,0.04,0.0719,0.1036,0.0873,0.1012,0.1104,0.1289
Italy,2019,30.7,240,32.3,422.3,103,16.3,7,0.0727,0.5683,0.0765,0.2439,0.04,0.0718,0.1045,0.0874,0.1015,0.11,0.1269
Italy,2020,30.6,237.6,32.2,419,102.9,15.7,7,0.073,0.5671,0.0768,0.2456,0.04,0.0717,0.1051,0.0878,0.1017,0.1094,0.1257
Italy,2025,30.3,220.2,30.4,398.3,103.3,14.1,6.7,0.0761,0.5528,0.0763,0.2594,0.04,0.0713,0.1025,0.0883,0.1005,0.111,0.1237
Italy,2030,30,215.8,28.5,383.2,96,12.8,6.5,0.0783,0.5632,0.0744,0.2505,0.03,0.0705,0.1053,0.0876,0.1005,0.1057,0.1209
Italy,2035,29.6,207.59999999999997,27.7,371.4,95.3,11.2,6.4,0.0797,0.559,0.0746,0.2566,0.03,0.0693,0.1076,0.0864,0.1013,0.1069,0.1129
Latvia,1990,5.6,16.3,0.7,26.3,3,0.7,10,0.2129,0.6198,0.0266,0.1141,0.03,0.0103,0.0046,0.0014,0.0047,0.0038,0.0029
Latvia,1991,5.2,15,0.6,24.4,2.8,0.7,9.3,0.2131,0.6148,0.0246,0.1148,0.03,0.0102,0.0043,0.0012,0.0044,0.0035,0.0029
Latvia,1992,4.2,12,0.3,19.6,2.5,0.7,7.5,0.2143,0.6122,0.0153,0.1276,0.04,0.0086,0.0036,6e-4,0.0036,0.003,0.0028
Latvia,1993,3.1,10.100000000000001,0.1,16.2,2.3,0.6,6.4,0.1914,0.6235,0.0062,0.142,0.04,0.0065,0.0031,2e-4,0.0031,0.0028,0.0024
Latvia,1994,2.8,8.5,0.2,14.3,2.2,0.6,5.7,0.1958,0.5944,0.014,0.1538,0.04,0.0059,0.0026,4e-4,0.0027,0.0026,0.0024
Latvia,1995,2.6,7.4,0.2,12.9,2.1,0.6,5.2,0.2016,0.5736,0.0155,0.1628,0.05,0.0055,0.0023,4e-4,0.0024,0.0025,0.0024
Latvia,1996,2.6,7.4,0.2,12.9,2.1,0.6,5.3,0.2016,0.5736,0.0155,0.1628,0.05,0.0055,0.0022,4e-4,0.0024,0.0024,0.0024
Latvia,1997,2.5,6.9,0.2,12.4,2.1,0.6,5.1,0.2016,0.5565,0.0161,0.1694,0.05,0.0053,0.0021,4e-4,0.0023,0.0024,0.0025
Latvia,1998,2.4,6.6,0.2,11.9,2,0.7,5,0.2017,0.5546,0.0168,0.1681,0.06,0.0051,0.0021,4e-4,0.0023,0.0022,0.0029
Latvia,1999,2.2,5.9,0.3,11.1,2,0.7,4.7,0.1982,0.5315,0.027,0.1802,0.06,0.0047,0.0019,7e-4,0.0021,0.0021,0.003
Latvia,2000,2.2,5.1,0.2,10.5,2.2,0.7,4.5,0.2095,0.4857,0.019,0.2095,0.07,0.0048,0.0016,4e-4,0.002,0.0024,0.003
Latvia,2001,2.4,5.1,0.3,11.1,2.6,0.7,4.8,0.2162,0.4595,0.027,0.2342,0.06,0.0053,0.0016,7e-4,0.0021,0.0028,0.0031
Latvia,2002,2.3,5,0.3,11,2.7,0.7,4.8,0.2091,0.4545,0.0273,0.2455,0.06,0.0051,0.0016,7e-4,0.0021,0.0028,0.0031
Latvia,2003,2.4,5.1000000000000005,0.3,11.2,2.8,0.6,5,0.2143,0.4554,0.0268,0.25,0.05,0.0054,0.0016,7e-4,0.0021,0.0029,0.0028
Latvia,2004,2.3,4.9,0.3,11.2,3,0.6,5,0.2054,0.4375,0.0268,0.2679,0.05,0.0052,0.0015,6e-4,0.0021,0.0031,0.0029
Latvia,2005,2.4,5,0.3,11.4,3.1,0.6,5.2,0.2105,0.4386,0.0263,0.2719,0.05,0.0055,0.0016,6e-4,0.0022,0.0032,0.003
Latvia,2006,2.4,5.1,0.4,11.9,3.4,0.6,5.5,0.2017,0.4286,0.0336,0.2857,0.05,0.0055,0.0016,9e-4,0.0023,0.0034,0.0031
Latvia,2007,2.5,4.9,0.4,12.3,3.9,0.6,5.7,0.2033,0.3984,0.0325,0.3171,0.05,0.0057,0.0016,8e-4,0.0024,0.0039,0.0032
Latvia,2008,2.4,4.7,0.4,11.9,3.7,0.6,5.6,0.2017,0.395,0.0336,0.3109,0.05,0.0055,0.0016,9e-4,0.0024,0.0038,0.0033
Latvia,2009,2.5,4.3999999999999995,0.4,11.2,3.2,0.6,5.4,0.2232,0.3929,0.0357,0.2857,0.05,0.0058,0.0016,0.0011,0.0024,0.0034,0.0034
Latvia,2010,2.5,5.1000000000000005,0.7,12.3,3.3,0.7,6,0.2033,0.4146,0.0569,0.2683,0.06,0.0059,0.0018,0.0018,0.0026,0.0035,0.0042
Latvia,2011,2.5,4.699999999999999,0.8,11.5,2.9,0.6,5.8,0.2174,0.4087,0.0696,0.2522,0.05,0.0059,0.0017,0.0021,0.0025,0.0031,0.0037
Latvia,2012,2.6,4.5,0.9,11.3,2.8,0.6,5.8,0.2301,0.3982,0.0796,0.2478,0.05,0.0062,0.0017,0.0024,0.0025,0.0031,0.0038
Latvia,2013,2.6,4.4,0.8,11.3,2.8,0.6,5.8,0.2301,0.3894,0.0708,0.2478,0.05,0.0061,0.0017,0.0021,0.0025,0.0032,0.004
Latvia,2014,2.7,4,0.8,11.2,3,0.6,5.8,0.2411,0.3571,0.0714,0.2679,0.05,0.0062,0.0016,0.0021,0.0026,0.0033,0.0041
Latvia,2015,2.8,4,0.8,11.3,3.2,0.6,5.9,0.2478,0.354,0.0708,0.2832,0.05,0.0065,0.0016,0.0021,0.0026,0.0035,0.0042
Latvia,2016,2.8,4,0.7,11.3,3.2,0.6,6,0.2478,0.354,0.0619,0.2832,0.05,0.0064,0.0017,0.0019,0.0026,0.0034,0.0043
Latvia,2017,2.8,3.9000000000000004,0.7,11.3,3.3,0.6,6.1,0.2478,0.3451,0.0619,0.292,0.05,0.0064,0.0016,0.0019,0.0026,0.0035,0.0043
Latvia,2018,2.8,4.300000000000001,0.7,11.5,3.1,0.6,6.1,0.2435,0.3739,0.0609,0.2696,0.05,0.0065,0.0018,0.0019,0.0027,0.0033,0.0045
Latvia,2019,2.8,4.4,0.8,11.6,3.1,0.5,6.1,0.2414,0.3793,0.069,0.2672,0.04,0.0065,0.0019,0.0022,0.0028,0.0033,0.0039
Latvia,2020,2.9,4.5,0.8,11.8,3.1,0.5,6.2,0.2458,0.3814,0.0678,0.2627,0.04,0.0068,0.002,0.0022,0.0029,0.0033,0.004
Latvia,2025,3.1,4,0.8,11.2,3,0.4,6.2,0.2768,0.3571,0.0714,0.2679,0.04,0.0073,0.0019,0.0023,0.0028,0.0032,0.0035
Latvia,2030,3.1,3.4000000000000004,0.8,10.4,2.8,0.3,6.1,0.2981,0.3269,0.0769,0.2692,0.03,0.0073,0.0017,0.0025,0.0027,0.0031,0.0028
Latvia,2035,3.1,2.9999999999999996,0.8,9.2,2.1,0.3,5.4,0.337,0.3261,0.087,0.2283,0.03,0.0073,0.0016,0.0025,0.0025,0.0024,0.003
Latvia,2040,3.1,3.1000000000000005,0.8,9,1.8,0.2,5.3,0.3444,0.3444,0.0889,0.2,0.02,NA,NA,NA,NA,NA,NA
Liechtenstein,1990,0,0.1,0,0.2,0.1,0,8,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,1991,0,0.1,0,0.2,0.1,0,8.1,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,1992,0,0.1,0,0.2,0.1,0,8,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,1993,0,0.1,0,0.2,0.1,0,8.1,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,1994,0,0.1,0,0.2,0.1,0,7.6,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,1995,0,0.1,0,0.2,0.1,0,7.6,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,1996,0,0.1,0,0.2,0.1,0,7.6,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,1997,0,0.1,0,0.2,0.1,0,8,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,1998,0,0.1,0,0.3,0.1,0,8.2,0,0.3333,0,0.3333,0,0,0,0,1e-4,1e-4,0
Liechtenstein,1999,0,0.1,0,0.3,0.1,0,8,0,0.3333,0,0.3333,0,0,0,0,1e-4,1e-4,0
Liechtenstein,2000,0,0.1,0,0.2,0.1,0,7.6,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,2001,0,0.1,0,0.2,0.1,0,7.5,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,2002,0,0.1,0,0.3,0.1,0,7.5,0,0.3333,0,0.3333,0,0,0,0,1e-4,1e-4,0
Liechtenstein,2003,0,0.1,0,0.3,0.1,0,7.8,0,0.3333,0,0.3333,0,0,0,0,1e-4,1e-4,0
Liechtenstein,2004,0,0.1,0,0.3,0.1,0,7.7,0,0.3333,0,0.3333,0,0,0,0,1e-4,1e-4,0
Liechtenstein,2005,0,0.1,0,0.3,0.1,0,7.6,0,0.3333,0,0.3333,0,0,0,0,1e-4,1e-4,0
Liechtenstein,2006,0,0.1,0,0.3,0.1,0,7.7,0,0.3333,0,0.3333,0,0,0,0,1e-4,1e-4,0
Liechtenstein,2007,0,0.1,0,0.2,0.1,0,6.8,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,2008,0,0.1,0,0.3,0.1,0,7.3,0,0.3333,0,0.3333,0,0,0,0,1e-4,1e-4,0
Liechtenstein,2009,0,0.1,0,0.2,0.1,0,6.9,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,2010,0,0.1,0,0.2,0.1,0,6.4,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,2011,0,0.1,0,0.2,0.1,0,6,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,2012,0,0.1,0,0.2,0.1,0,6.2,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,2013,0,0.1,0,0.2,0.1,0,6.3,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,2014,0,0.1,0,0.2,0.1,0,5.4,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,2015,0,0.1,0,0.2,0.1,0,5.3,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,2016,0,0.1,0,0.2,0.1,0,5,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Liechtenstein,2017,0,0.1,0,0.2,0.1,0,5.1,0,0.5,0,0.5,0,0,0,0,0,1e-4,0
Lithuania,1990,9,27.3,4.5,48.2,5.8,1.6,13.1,0.1867,0.5664,0.0934,0.1203,0.03,0.0166,0.0077,0.0087,0.0085,0.0073,0.0067
Lithuania,1991,8.9,28.800000000000004,4.5,50.2,6.4,1.6,13.7,0.1773,0.5737,0.0896,0.1275,0.03,0.0174,0.0082,0.0093,0.009,0.008,0.0066
Lithuania,1992,6.8,15.7,2.7,30.9,4.2,1.6,8.4,0.2201,0.5081,0.0874,0.1359,0.05,0.0139,0.0047,0.0058,0.0057,0.0051,0.0065
Lithuania,1993,5.5,12.8,1.7,24.8,3.2,1.6,6.8,0.2218,0.5161,0.0685,0.129,0.06,0.0115,0.0039,0.0037,0.0047,0.0039,0.0065
Lithuania,1994,4.8,12.5,1.9,23.4,2.6,1.5,6.4,0.2051,0.5342,0.0812,0.1111,0.06,0.0102,0.0039,0.0039,0.0045,0.0031,0.0061
Lithuania,1995,4.5,11,2.2,22.3,3.1,1.6,6.2,0.2018,0.4933,0.0987,0.139,0.07,0.0095,0.0034,0.0044,0.0042,0.0037,0.0065
Lithuania,1996,4.7,11.1,2.6,23.4,3.4,1.6,6.5,0.2009,0.4744,0.1111,0.1453,0.07,0.0099,0.0033,0.0052,0.0043,0.0039,0.0065
Lithuania,1997,4.7,10.3,2.6,22.9,3.8,1.6,6.4,0.2052,0.4498,0.1135,0.1659,0.07,0.01,0.0032,0.0051,0.0043,0.0043,0.0066
Lithuania,1998,4.6,10.7,3,23.8,4,1.6,6.7,0.1933,0.4496,0.1261,0.1681,0.07,0.0098,0.0034,0.0062,0.0045,0.0044,0.0067
Lithuania,1999,4.2,8.8,2.9,21.1,3.6,1.5,6,0.1991,0.4171,0.1374,0.1706,0.07,0.009,0.0028,0.0065,0.0041,0.0039,0.0064
Lithuania,2000,4.1,7.6000000000000005,3.1,19.5,3.2,1.5,5.6,0.2103,0.3897,0.159,0.1641,0.08,0.0089,0.0025,0.0068,0.0038,0.0035,0.0065
Lithuania,2001,3.9,8,3.3,20.3,3.4,1.6,5.9,0.1921,0.3941,0.1626,0.1675,0.08,0.0086,0.0025,0.0075,0.0039,0.0036,0.007
Lithuania,2002,4.1,7.9,3.5,20.6,3.6,1.6,6,0.199,0.3835,0.1699,0.1748,0.08,0.0092,0.0025,0.008,0.004,0.0038,0.0072
Lithuania,2003,4.1,7.9,3.6,20.8,3.6,1.6,6.1,0.1971,0.3798,0.1731,0.1731,0.08,0.0092,0.0025,0.008,0.004,0.0037,0.0074
Lithuania,2004,4.2,8.2,3.8,21.6,4,1.5,6.4,0.1944,0.3796,0.1759,0.1852,0.07,0.0094,0.0026,0.0081,0.0041,0.0041,0.0072
Lithuania,2005,4.2,8.8,4.1,22.8,4.2,1.5,6.9,0.1842,0.386,0.1798,0.1842,0.07,0.0096,0.0028,0.0088,0.0044,0.0043,0.0074
Lithuania,2006,4.2,8.6,4.4,23.1,4.5,1.5,7.1,0.1818,0.3723,0.1905,0.1948,0.06,0.0097,0.0027,0.0095,0.0044,0.0046,0.0077
Lithuania,2007,4.3,8.2,6.1,25.3,5.2,1.4,7.9,0.17,0.3241,0.2411,0.2055,0.06,0.0098,0.0027,0.0128,0.0049,0.0052,0.0074
Lithuania,2008,4.2,7.999999999999999,5.5,24.3,5.2,1.4,7.7,0.1728,0.3292,0.2263,0.214,0.06,0.0097,0.0027,0.0122,0.0048,0.0054,0.0077
