unit,s_adj,na_item,geo\time	2019Q4 	2019Q3 	2019Q2 	2019Q1 	2018Q4 	2018Q3 	2018Q2 	2018Q1 	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 	2000Q4 	2000Q3 	2000Q2 	2000Q1 	1999Q4 	1999Q3 	1999Q2 	1999Q1 	1998Q4 	1998Q3 	1998Q2 	1998Q1 	1997Q4 	1997Q3 	1997Q2 	1997Q1 	1996Q4 	1996Q3 	1996Q2 	1996Q1 	1995Q4 	1995Q3 	1995Q2 	1995Q1 	1994Q4 	1994Q3 	1994Q2 	1994Q1 	1993Q4 	1993Q3 	1993Q2 	1993Q1 	1992Q4 	1992Q3 	1992Q2 	1992Q1 	1991Q4 	1991Q3 	1991Q2 	1991Q1 	1990Q4 	1990Q3 	1990Q2 	1990Q1 	1989Q4 	1989Q3 	1989Q2 	1989Q1 	1988Q4 	1988Q3 	1988Q2 	1988Q1 	1987Q4 	1987Q3 	1987Q2 	1987Q1 	1986Q4 	1986Q3 	1986Q2 	1986Q1 	1985Q4 	1985Q3 	1985Q2 	1985Q1 	1984Q4 	1984Q3 	1984Q2 	1984Q1 	1983Q4 	1983Q3 	1983Q2 	1983Q1 	1982Q4 	1982Q3 	1982Q2 	1982Q1 	1981Q4 	1981Q3 	1981Q2 	1981Q1 	1980Q4 	1980Q3 	1980Q2 	1980Q1 	1979Q4 	1979Q3 	1979Q2 	1979Q1 	1978Q4 	1978Q3 	1978Q2 	1978Q1 	1977Q4 	1977Q3 	1977Q2 	1977Q1 	1976Q4 	1976Q3 	1976Q2 	1976Q1 	1975Q4 	1975Q3 	1975Q2 	1975Q1 
THS_PER,NSA,SAL_DC,ES	17662.00 p	17758.90 p	17458.70 p	16953.20 p	17222.80 p	17355.50 p	17040.70 p	16485.30 p	16758.70 p	16916.40 p	16580.80 p	16055.60 p	16197.50 	16359.40 	16064.30 	15636.00 	15854.70 	15999.70 	15729.90 	15253.70 	15413.30 	15466.50 	15261.00 	14816.50 	15055.70 	15206.60 	15093.20 	14911.70 	15271.40 	15559.50 	15694.60 	15597.70 	16113.30 	16385.40 	16477.00 	16291.90 	16695.20 	16874.30 	16785.30 	16649.70 	16876.80 	17027.60 	17079.30 	17157.00 	17775.70 	18238.80 	18343.20 	18349.80 	18284.30 	18289.40 	18079.80 	17885.70 	17727.30 	17674.40 	17381.10 	17188.10 	16942.90 	16933.00 	16620.70 	16319.40 	16116.50 	16076.50 	15890.00 	15736.60 	15509.40 	15480.40 	15330.40 	15104.30 	14926.60 	14928.20 	14732.00 	14545.20 	14472.60 	14494.00 	14317.20 	14199.90 	14043.40 	14004.50 	13838.20 	13599.60 	13336.70 	13275.40 	13063.90 	12868.00 	12654.60 	12599.20 	12387.50 	12213.50 	12085.00 	11991.60 	11802.80 	11640.20 	11451.00 	11381.90 	11197.60 	11048.00 	11105.70 	11131.80 	11083.10 	10966.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,EU15	167816.42 	168253.57 	167071.90 	164930.40 	165874.53 	166228.18 	164888.90 	162653.03 	163340.47 	163620.24 	161985.09 	159597.64 	160250.27 	160542.13 	159024.47 	156937.31 	158053.49 	158272.97 	156554.18 	154569.40 	155646.26 	156099.52 	154604.26 	152573.02 	153819.09 	154393.95 	153304.81 	151990.83 	153741.17 	154629.94 	153983.62 	152561.00 	154221.52 	155100.27 	154557.35 	153094.86 	154494.16 	154966.55 	153857.34 	152530.68 	154187.46 	155031.18 	154561.85 	154621.43 	157086.99 	158352.84 	157604.69 	156342.97 	157098.47 	156998.15 	155448.42 	153636.06 	154201.69 	154215.51 	152639.92 	150818.43 	151356.59 	151542.78 	150162.59 	148754.70 	149530.23 	149910.76 	148706.60 	147396.46 	148258.37 	148789.14 	147839.84 	146698.12 	148029.19 	148510.40 	147452.56 	146184.66 	147036.72 	147437.55 	146148.34 	144869.37 	145644.09 	145762.16 	144080.54 	142159.44 	142304.40 	142218.71 	140267.86 	138635.26 	139037.91 	138986.43 	137037.90 	135330.32 	135879.20 	135937.21 	134454.59 	133004.71 	133708.64 	134011.46 	132731.42 	131488.75 	132732.59 	132954.85 	131732.88 	130550.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,EU27_2020	179138.18 	179947.35 	178632.17 	176067.83 	176897.28 	177785.25 	176335.07 	173577.33 	174397.60 	174991.70 	173217.32 	170284.42 	170986.55 	171415.65 	169712.53 	167191.87 	168235.83 	168694.06 	166862.73 	164254.70 	165431.07 	166481.25 	164734.50 	162212.10 	163494.97 	164363.95 	163147.27 	161231.20 	163293.27 	164814.85 	164049.22 	162240.05 	164086.43 	165293.03 	164415.72 	162457.39 	164315.26 	164939.64 	163749.70 	162125.96 	164819.66 	166096.24 	165733.20 	165475.41 	168676.14 	169953.55 	168548.08 	167003.61 	167933.68 	168095.53 	166039.01 	163750.56 	164106.61 	164392.06 	162294.24 	159682.98 	160338.17 	160327.12 	158912.96 	156941.88 	157982.73 	158504.96 	157288.31 	155390.89 	156509.14 	157187.55 	156018.17 	154416.80 	156157.09 	156889.71 	155814.02 	154297.17 	155176.95 	155958.98 	154523.85 	153237.96 	154525.48 	154848.85 	153138.49 	151194.39 	151608.21 	152022.46 	150431.14 	148785.18 	150041.49 	150252.57 	148481.52 	146692.50 	147756.56 	147933.65 	146431.78 	145049.23 	146173.27 	146585.21 	145097.03 	143472.08 	145280.11 	145676.81 	144407.67 	142824.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,EU28	206969.94 	207675.98 	206282.77 	203659.46 	204601.56 	205417.53 	203766.25 	201001.67 	201715.63 	202218.13 	200287.77 	197252.00 	197979.14 	198390.66 	196476.17 	193876.18 	195077.19 	195438.69 	193277.38 	190680.61 	191835.06 	192742.94 	190646.51 	187948.63 	189325.31 	190193.99 	188708.30 	186686.23 	188894.54 	190314.26 	189322.63 	187316.32 	189256.36 	190435.27 	189705.53 	187718.66 	189591.07 	190267.99 	188849.03 	186995.74 	189971.88 	191304.81 	190826.12 	190810.27 	194330.65 	195730.58 	194243.44 	192602.47 	193615.59 	193691.88 	191404.28 	188926.92 	189473.17 	189802.44 	187544.64 	184833.77 	185485.00 	185598.63 	183950.58 	181936.25 	182974.96 	183443.51 	181946.34 	180048.15 	181110.46 	181779.69 	180558.67 	178915.86 	180868.78 	181471.91 	180270.41 	178579.53 	179615.18 	180368.51 	178807.86 	177372.22 	178796.49 	179147.37 	177186.54 	175052.74 	175594.82 	175963.79 	174044.98 	172295.22 	173626.77 	173814.19 	171675.53 	169744.79 	170909.36 	171067.61 	169311.03 	167707.42 	168774.09 	169140.52 	167438.46 	165693.75 	167641.90 	167998.59 	166432.39 	164648.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,FI	2327.90 	2379.60 	2380.10 	2295.50 	2326.00 	2360.40 	2362.00 	2270.80 	2279.20 	2301.20 	2294.00 	2209.60 	2213.20 	2275.60 	2252.40 	2174.40 	2194.40 	2258.80 	2238.00 	2160.40 	2189.20 	2256.40 	2266.00 	2166.00 	2204.00 	2268.00 	2281.20 	2186.80 	2224.40 	2290.40 	2287.60 	2188.80 	2213.20 	2275.20 	2273.20 	2160.00 	2181.20 	2239.60 	2237.20 	2139.20 	2154.80 	2232.40 	2248.00 	2200.00 	2263.60 	2323.20 	2322.00 	2218.80 	2249.20 	2275.60 	2248.80 	2151.20 	2170.00 	2232.40 	2190.00 	2129.20 	2144.40 	2182.40 	2159.20 	2085.60 	2093.20 	2152.40 	2138.00 	2046.00 	2036.00 	2164.00 	2136.80 	2038.40 	2068.80 	2151.60 	2113.60 	2016.00 	2048.00 	2110.80 	2084.00 	1984.80 	2011.20 	2076.80 	2042.80 	1939.20 	1952.00 	2008.40 	2004.80 	1902.40 	1894.40 	1961.60 	1949.60 	1868.80 	1865.60 	1898.00 	1895.60 	1788.80 	1794.40 	1840.80 	1815.60 	1725.20 	1739.20 	1808.40 	1792.40 	1712.00 	1714.40 	1776.00 	1738.80 	1665.20 	1696.40 	1781.20 	1779.20 	1735.60 	1790.00 	1880.00 	1904.40 	1862.40 	1901.60 	2037.60 	2062.40 	2019.20 	2075.20 	2172.40 	2175.20 	2087.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,FR	25528.00 	25681.90 	25528.40 	25257.00 	25282.50 	25418.50 	25272.70 	25043.50 	25086.00 	25175.40 	24977.30 	24709.00 	24746.30 	24873.20 	24732.20 	24512.10 	24546.30 	24676.00 	24561.10 	24372.20 	24442.00 	24611.40 	24532.70 	24345.50 	24383.10 	24490.80 	24411.70 	24279.20 	24369.70 	24557.30 	24506.40 	24360.40 	24432.60 	24577.40 	24478.10 	24293.50 	24356.20 	24429.70 	24340.50 	24238.90 	24306.20 	24410.60 	24393.90 	24415.10 	24620.70 	24794.40 	24755.10 	24651.50 	24687.10 	24723.20 	24571.90 	24371.10 	24352.30 	24363.70 	24182.80 	24007.10 	24034.50 	24065.00 	23953.80 	23819.90 	23859.40 	23923.00 	23816.70 	23701.80 	23800.30 	23891.50 	23814.70 	23733.00 	23830.90 	23909.40 	23796.90 	23669.20 	23732.80 	23797.70 	23652.30 	23479.10 	23492.80 	23470.80 	23192.40 	22916.90 	22865.70 	22804.20 	22541.60 	22273.20 	22208.30 	22185.00 	21956.70 	21718.80 	21670.50 	21649.50 	21518.30 	21370.00 	21368.30 	21401.50 	21301.40 	21181.90 	21199.00 	21215.10 	21082.50 	20929.60 	20938.60 	20920.20 	20733.60 	20569.10 	20590.60 	20632.60 	20558.30 	20517.40 	20645.90 	20772.20 	20701.60 	20623.30 	20714.90 	20790.90 	20705.30 	20595.90 	20597.40 	20633.60 	20518.50 	20417.10 	20397.10 	20330.50 	20235.00 	20069.80 	19952.80 	19882.40 	19757.80 	19637.60 	19624.40 	19631.80 	19535.70 	19414.20 	19383.80 	19378.50 	19288.50 	19201.60 	19204.70 	19213.60 	19155.10 	19092.10 	19119.60 	19167.80 	19149.70 	19137.70 	19181.60 	19218.50 	19197.20 	19183.40 	19223.50 	19236.80 	19160.70 	19077.40 	19038.30 	19043.60 	19055.40 	19040.00 	19040.30 	19048.00 	19019.40 	18965.80 	19060.10 	19044.70 	18968.50 	18886.40 	18854.20 	18845.60 	18795.80 	18727.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,HR	1487.05 d	1483.84 d	1456.90 d	1457.61 d	1451.45 d	1492.47 d	1462.32 d	1414.56 d	1438.79 d	1472.96 d	1428.51 d	1355.60 d	1365.00 d	1404.95 d	1379.20 d	1326.13 d	1342.21 d	1370.08 d	1337.25 d	1297.85 d	1314.40 d	1389.01 d	1317.65 d	1263.62 d	1239.72 d	1282.91 d	1261.52 d	1209.90 d	1209.23 d	1295.66 d	1277.50 d	1245.15 d	1262.07 d	1280.04 d	1262.14 d	1279.58 d	1321.76 d	1319.55 d	1308.20 d	1334.97 d	1392.30 d	1395.16 d	1386.00 d	1388.74 d	1410.19 d	1427.18 d	1390.16 d	1376.36 d	1373.68 p	1385.71 p	1344.96 p	1326.88 p	1315.95 p	1327.47 p	1289.18 p	1269.38 p	1256.86 p	1269.18 p	1235.65 p	1230.91 p	1238.66 p	1256.90 p	1234.43 p	1224.99 p	1228.01 p	1242.78 p	1217.78 p	1199.87 p	1191.63 p	1206.98 p	1184.33 p	1179.67 p	1186.38 p	1202.61 p	1180.68 p	1174.24 p	1170.52 p	1195.94 p	1180.99 p	1185.67 p	1193.34 p	1209.03 p	1186.42 p	1179.51 p	1193.88 p	1209.68 p	1187.11 p	1179.45 p	1196.42 p	1212.06 p	1189.26 p	1181.18 p	1194.55 p	1210.26 p	1187.61 p	1180.05 p	1194.96 p	1210.70 p	1187.98 p	1180.23 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,HU	4351.27 p	4387.98 p	4400.21 p	4354.98 p	4329.97 	4352.78 	4338.52 	4273.30 	4238.58 	4270.94 	4250.65 	4178.67 	4174.56 	4217.05 	4188.04 	4083.40 	4044.32 	4080.96 	4025.83 	3917.45 	3957.79 	4001.80 	3935.27 	3816.03 	3806.02 	3803.20 	3757.38 	3629.28 	3666.82 	3699.24 	3681.53 	3560.28 	3646.61 	3677.23 	3632.93 	3524.29 	3702.32 	3688.16 	3626.94 	3511.42 	3666.35 	3672.47 	3671.57 	3623.53 	3673.74 	3712.23 	3657.70 	3629.35 	3746.08 	3795.37 	3778.14 	3727.38 	3803.84 	3816.77 	3780.68 	3717.25 	3768.96 	3789.78 	3716.45 	3680.87 	3707.29 	3751.62 	3728.87 	3711.15 	3811.03 	3829.11 	3784.78 	3708.06 	3713.62 	3728.80 	3691.04 	3647.46 	3700.00 	3738.85 	3675.76 	3668.86 	3730.32 	3719.92 	3642.56 	3591.68 	3661.76 	3680.10 	3609.97 	3537.78 	3656.11 	3633.81 	3543.92 	3491.16 	3599.03 	3583.33 	3490.75 	3450.95 	3547.27 	3540.74 	3469.59 	3407.40 	3564.34 	3572.63 	3498.76 	3450.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,IE	1971.99 	1947.99 	1924.19 	1921.16 	1907.48 	1893.61 	1869.32 	1821.42 	1834.27 	1819.19 	1794.66 	1780.19 	1770.81 	1758.87 	1731.58 	1690.11 	1700.46 	1690.59 	1659.26 	1633.20 	1642.32 	1626.68 	1591.77 	1566.82 	1583.08 	1585.04 	1551.46 	1517.63 	1529.56 	1532.23 	1509.57 	1502.22 	1532.08 	1526.13 	1532.39 	1516.78 b	1532.82 	1558.15 	1561.62 	1559.42 	1583.20 	1606.50 	1628.90 	1648.80 	1707.80 	1770.10 	1780.20 	1771.80 	1775.40 	1799.40 	1779.80 	1766.40 	1750.20 	1737.50 	1706.40 	1681.10 	1675.20 	1658.20 	1602.20 	1583.60 	1569.60 	1572.80 	1522.80 	1495.80 	1501.50 	1511.00 	1485.50 	1466.90 	1463.50 	1483.20 	1451.10 	1437.40 	1441.90 	1466.60 	1422.30 	1394.90 	1401.20 	1420.80 	1368.90 	1334.70 	1331.40 	1351.00 	1297.10 	1264.30 	1245.50 	1259.80 	1204.50 	1178.60 	1174.72 e	1174.72 e	1174.72 e	1174.72 e	1128.88 e	1128.88 e	1128.88 e	1128.88 e	1079.82 e	1079.82 e	1079.82 e	1079.82 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,IS	190.90 p	200.00 p	195.50 p	187.20 p	192.90 p	200.60 p	195.90 p	185.80 p	189.00 p	195.70 p	189.80 p	177.50 p	181.30 p	187.00 p	180.50 p	169.20 p	172.40 p	178.70 p	172.10 p	161.60 p	164.70 p	173.30 p	168.00 p	157.90 p	160.90 p	169.20 p	164.00 p	153.60 p	156.70 p	165.50 p	159.70 p	149.30 p	153.20 p	162.40 p	158.30 p	146.60 p	151.40 p	160.70 p	155.40 p	146.30 p	151.80 p	161.40 p	157.40 p	150.80 p	163.00 p	176.70 p	174.40 p	166.10 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,IT	19479.40 	19650.70 	19578.20 	19163.30 	19305.40 	19432.50 	19439.20 	19040.60 	19150.70 	19304.30 	19141.70 	18726.10 	18829.00 	18831.80 	18712.20 	18364.80 	18509.30 	18500.20 	18277.20 	17957.40 	18157.80 	18298.00 	18158.50 	17876.10 	18045.80 	18167.90 	18159.60 	18006.30 	18357.60 	18521.60 	18540.70 	18224.60 	18480.30 	18572.30 	18444.70 	18236.90 	18466.60 	18387.70 	18285.70 	18301.50 	18540.20 	18664.80 	18529.90 	18509.90 	18769.00 	18953.80 	18817.90 	18584.60 	18839.00 	18748.10 	18635.80 	18375.20 	18469.90 	18430.60 	18448.30 	18127.10 	18072.80 	18031.70 	17993.30 	17785.50 	17741.80 	17796.20 	17662.50 	17503.50 	17725.70 	17758.80 	17636.60 	17406.80 	17509.10 	17545.70 	17363.20 	17277.10 	17169.60 	17221.20 	16983.50 	16849.10 	16820.70 	16817.00 	16627.50 	16426.90 	16422.60 	16551.80 	16398.60 	16137.20 	16190.00 	16274.80 	16121.30 	16025.40 	16023.20 	16138.40 	15975.20 	15883.90 	15960.40 	16102.50 	15912.30 	15797.50 	15890.00 	15994.20 	15831.20 	15772.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,LT	1233.31 	1225.98 	1223.49 	1222.26 	1226.34 	1255.37 	1210.28 	1188.92 	1200.25 	1200.92 	1201.44 	1194.31 	1206.85 	1210.11 	1209.54 	1188.90 	1181.86 	1191.72 	1173.02 	1163.51 	1171.13 	1195.06 	1150.33 	1136.00 	1147.65 	1162.22 	1142.81 	1123.64 	1134.22 	1157.11 	1140.87 	1118.94 	1127.60 	1129.40 	1130.14 	1102.22 	1142.57 	1123.93 	1094.97 	1088.59 b	1137.84 	1164.58 	1157.62 	1174.87 	1244.80 	1269.61 	1265.46 	1258.67 	1257.31 	1243.62 	1232.14 	1201.58 	1194.48 	1185.01 	1158.88 	1155.63 	1187.85 	1190.97 	1166.63 	1152.83 	1161.88 	1154.10 	1151.53 	1120.11 	1119.36 	1162.59 	1158.29 	1091.22 	1120.68 	1135.76 	1117.76 	1076.42 	1080.92 	1099.97 	1085.47 	1047.32 	1110.89 	1147.78 	1144.59 	1092.10 	1150.80 	1208.46 	1189.90 	1128.13 	1182.60 	1176.49 	1198.90 	1204.90 	1157.30 	1135.90 	1133.40 	1181.20 	1171.20 	1166.70 	1132.60 	1140.60 	1224.40 	1184.40 	1206.10 	1207.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,LU	442.77 	437.19 	437.89 	431.56 	427.40 	421.55 	421.88 	416.41 	412.59 	406.37 	406.18 	400.39 	397.95 	392.87 	392.30 	387.27 	385.35 	381.39 	381.09 	376.19 	375.02 	371.82 	371.65 	367.45 	365.58 	362.66 	362.65 	358.56 	358.79 	356.27 	356.40 	352.35 	350.83 	348.72 	347.78 	342.33 	340.62 	338.18 	337.35 	333.49 	332.62 	330.75 	331.45 	330.70 	332.08 	330.00 	327.39 	322.78 	318.93 	314.37 	311.45 	306.30 	303.71 	300.19 	298.45 	293.93 	290.93 	288.13 	286.63 	283.21 	282.34 	280.25 	279.37 	275.65 	275.24 	273.25 	272.92 	270.71 	270.20 	268.13 	267.84 	265.98 	264.38 	261.54 	259.24 	255.05 	252.31 	247.14 	244.16 	239.23 	238.33 	234.35 	231.17 	225.86 	226.12 	223.01 	220.35 	214.86 	216.32 	213.32 	209.81 	205.01 	204.80 	204.23 	204.10 	202.10 	202.13 	200.74 	197.09 	194.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,LV	799.38 	798.52 	791.39 	786.14 	798.54 	801.15 	791.78 	788.40 	773.51 	784.95 	772.63 	758.95 	760.08 	775.21 	776.85 	769.72 	768.39 	776.50 	781.13 	775.94 	770.48 	771.09 	777.76 	772.86 	776.57 	795.45 	786.12 	774.18 	781.44 	778.99 	764.65 	743.94 	763.07 	762.32 	763.41 	739.14 	755.20 	759.47 	736.74 	725.75 	745.71 	776.68 	816.32 	851.41 	922.73 	944.98 	963.33 	947.21 	937.55 	946.37 	955.10 	938.61 	913.25 	929.67 	880.72 	883.77 	871.92 	869.05 	853.37 	824.70 	837.15 	840.57 	824.08 	835.26 	831.82 	845.41 	819.36 	827.84 	848.01 	827.43 	816.28 	773.42 	797.42 	797.75 	797.18 	789.04 	777.00 	780.42 	782.77 	793.12 	817.63 e	814.18 e	811.06 e	799.78 e	832.56 e	829.05 e	825.88 e	814.39 e	835.66 e	832.13 e	828.95 e	817.42 e	800.04 e	796.67 e	793.62 e	782.58 e	795.62 e	792.27 e	789.24 e	778.26 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
