unit,s_adj,na_item,geo\time	2019Q4 	2019Q3 	2019Q2 	2019Q1 	2018Q4 	2018Q3 	2018Q2 	2018Q1 	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 	2000Q4 	2000Q3 	2000Q2 	2000Q1 	1999Q4 	1999Q3 	1999Q2 	1999Q1 	1998Q4 	1998Q3 	1998Q2 	1998Q1 	1997Q4 	1997Q3 	1997Q2 	1997Q1 	1996Q4 	1996Q3 	1996Q2 	1996Q1 	1995Q4 	1995Q3 	1995Q2 	1995Q1 	1994Q4 	1994Q3 	1994Q2 	1994Q1 	1993Q4 	1993Q3 	1993Q2 	1993Q1 	1992Q4 	1992Q3 	1992Q2 	1992Q1 	1991Q4 	1991Q3 	1991Q2 	1991Q1 	1990Q4 	1990Q3 	1990Q2 	1990Q1 	1989Q4 	1989Q3 	1989Q2 	1989Q1 	1988Q4 	1988Q3 	1988Q2 	1988Q1 	1987Q4 	1987Q3 	1987Q2 	1987Q1 	1986Q4 	1986Q3 	1986Q2 	1986Q1 	1985Q4 	1985Q3 	1985Q2 	1985Q1 	1984Q4 	1984Q3 	1984Q2 	1984Q1 	1983Q4 	1983Q3 	1983Q2 	1983Q1 	1982Q4 	1982Q3 	1982Q2 	1982Q1 	1981Q4 	1981Q3 	1981Q2 	1981Q1 	1980Q4 	1980Q3 	1980Q2 	1980Q1 	1979Q4 	1979Q3 	1979Q2 	1979Q1 	1978Q4 	1978Q3 	1978Q2 	1978Q1 	1977Q4 	1977Q3 	1977Q2 	1977Q1 	1976Q4 	1976Q3 	1976Q2 	1976Q1 	1975Q4 	1975Q3 	1975Q2 	1975Q1 
THS_PER,NSA,POP_NC,SK	5457.41 	5454.33 	5450.99 	5450.25 	5449.96 	5447.08 	5443.80 	5443.21 	5442.79 	5439.94 	5436.15 	5434.68 	5435.38 	5432.09 	5428.73 	5427.02 	5425.25 	5422.58 	5420.62 	5420.93 	5421.44 	5419.36 	5417.18 	5416.25 	5416.51 	5413.63 	5411.18 	5410.69 	5409.47 	5406.30 	5404.61 	5404.60 	5403.41 	5399.87 	5395.78 	5393.37 	5434.33 	5431.57 	5428.20 	5425.79 	5423.43 	5419.45 	5415.25 	5412.90 	5411.01 	5407.27 	5403.53 	5401.64 	5399.81 	5397.40 	5395.16 	5393.90 	5393.19 	5391.57 	5389.77 	5389.15 	5389.32 	5388.09 	5385.96 	5385.02 	5384.84 	5383.44 	5381.09 	5380.10 	5380.39 	5379.77 	5378.49 	5378.66 	5378.88 	5378.59 	5378.50 	5378.68 	5379.77 	5380.14 	5379.33 	5378.87 	5402.98 	5402.01 	5399.50 	5398.32 	5398.59 	5396.88 	5393.95 	5393.01 	5393.59 	5391.97 	5389.67 	5388.12 	5387.29 	5385.13 	5381.70 	5379.77 	5378.27 	5375.71 	5371.93 	5368.68 	5367.82 	5365.74 	5361.86 	5358.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,POP_NC,UK	67014.00 	66924.00 	66833.00 	66734.00 	66634.00 	66535.00 	66436.00 	66337.00 	66238.00 	66139.00 	66040.00 	65942.00 	65844.00 	65746.00 	65648.00 	65514.00 	65379.00 	65245.00 	65110.00 	64982.00 	64853.00 	64725.00 	64597.00 	64474.00 	64351.00 	64228.00 	64106.00 	64006.00 	63905.00 	63805.00 	63705.00 	63600.00 	63495.00 	63390.00 	63285.00 	63154.00 	63022.00 	62891.00 	62760.00 	62635.00 	62510.00 	62385.00 	62261.00 	62151.00 	62042.00 	61933.00 	61824.00 	61698.00 	61571.00 	61445.00 	61319.00 	61196.00 	61073.00 	60950.00 	60827.00 	60724.00 	60620.00 	60517.00 	60413.00 	60298.00 	60182.00 	60066.00 	59950.00 	59872.00 	59794.00 	59715.00 	59637.00 	59569.00 	59501.00 	59433.00 	59366.00 	59303.00 	59239.00 	59176.00 	59113.00 	59056.00 	59000.00 	58943.00 	58886.00 	58836.00 	58785.00 	58735.00 	58684.00 	58632.00 	58580.00 	58527.00 	58475.00 	58435.00 	58395.00 	58354.00 	58314.00 	58277.00 	58239.00 	58202.00 	58164.00 	58130.00 	58095.00 	58060.00 	58025.00 	57984.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,AT	4010.83 	4060.01 	3993.16 	3938.13 	3969.43 	4013.35 	3933.06 	3863.67 	3896.59 	3932.75 	3846.29 	3772.25 	3815.99 	3860.89 	3775.60 	3712.67 	3750.98 	3802.03 	3722.14 	3665.31 	3703.37 	3761.99 	3685.29 	3627.24 	3668.31 	3731.21 	3653.18 	3595.46 	3649.83 	3712.42 	3631.84 	3571.28 	3612.60 	3664.26 	3574.55 	3508.43 	3549.37 	3595.43 	3510.28 	3446.81 	3493.34 	3546.21 	3483.27 	3457.36 	3521.82 	3589.81 	3510.47 	3455.33 	3479.28 	3526.08 	3435.72 	3371.77 	3411.03 	3463.24 	3371.91 	3293.02 	3344.89 	3402.03 	3316.51 	3250.17 	3304.34 	3363.95 	3280.79 	3211.32 	3275.86 	3345.12 	3271.19 	3209.09 	3258.04 	3324.02 	3253.18 	3197.04 	3265.44 	3331.66 	3261.82 	3201.30 	3246.23 	3311.21 	3242.90 	3174.33 	3210.71 	3273.10 	3202.35 	3134.60 	3156.92 	3217.42 	3147.75 	3079.40 	3123.33 	3181.86 	3110.45 	3050.81 	3092.71 	3156.19 	3082.64 	3022.51 	3090.72 	3156.90 	3090.42 	3031.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,BE	4072.20 	4164.60 	4041.00 	4011.50 	4012.60 	4105.60 	3986.90 	3951.80 	3955.50 	4052.80 	3941.30 	3895.40 	3892.00 	3987.30 	3871.90 	3836.60 	3839.80 	3935.30 	3828.70 	3800.60 	3807.50 	3897.90 	3800.90 	3777.50 	3787.40 	3883.60 	3785.50 	3779.90 	3799.60 	3906.70 	3814.60 	3796.40 	3803.70 	3902.40 	3798.30 	3768.00 	3759.30 	3849.50 	3739.80 	3713.20 	3715.70 	3809.60 	3722.80 	3721.10 	3742.60 	3844.20 	3732.00 	3705.00 	3689.60 	3770.70 	3661.30 	3629.50 	3617.60 	3704.10 	3599.80 	3567.90 	3560.70 	3653.90 	3560.00 	3540.00 	3515.50 	3594.10 	3496.80 	3478.20 	3469.60 	3552.10 	3465.90 	3443.90 	3464.30 	3550.20 	3467.50 	3463.80 	3462.30 	3543.10 	3437.70 	3437.90 	3431.20 	3481.10 	3363.00 	3356.00 	3344.50 	3384.90 	3280.00 	3285.30 	3293.10 	3337.70 	3227.60 	3217.60 	3213.90 	3253.50 	3166.80 	3164.70 	3168.10 	3227.30 	3150.30 	3152.60 	3167.20 	3226.50 	3149.90 	3138.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,BG	2588.58 p	2753.71 p	2669.88 p	2572.59 p	2555.46 p	2681.37 p	2627.71 p	2559.22 p	2540.65 p	2680.62 p	2590.13 p	2526.10 p	2534.41 p	2675.47 p	2593.55 p	2500.86 p	2484.23 p	2635.25 p	2541.46 p	2462.40 p	2452.71 p	2600.78 p	2528.52 p	2442.87 p	2461.25 p	2602.09 p	2524.02 p	2456.84 p	2484.85 p	2624.19 p	2536.77 p	2513.89 p	2549.18 	2645.44 	2586.86 	2566.69 	2610.45 	2675.92 	2623.26 	2600.45 	2709.33 	2769.31 	2771.30 	2740.49 	2839.83 	2901.44 	2766.92 	2717.81 	2781.85 	2821.41 	2732.85 	2625.62 	2676.98 	2700.10 	2633.28 	2514.12 	2558.12 	2605.12 	2536.69 	2391.85 	2456.99 	2505.50 	2420.96 	2344.12 	2423.80 	2425.12 	2346.22 	2264.78 	2275.26 	2327.49 	2296.71 	2222.98 	2251.34 	2313.96 	2299.92 	2224.33 	2261.04 	2343.40 	2374.96 	2321.96 	2316.06 	2450.35 	2447.58 	2372.48 	2442.09 	2592.82 	2566.31 	2499.73 	2519.68 	2611.75 	2641.12 	2611.16 	2695.17 	2776.72 	2783.85 	2706.24 	2734.27 	2761.94 	2734.36 	2641.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,CH	4678.97 	4656.20 	4633.60 	4598.51 	4624.01 	4617.53 	4561.91 	4533.99 	4563.98 	4557.23 	4540.09 	4495.33 	4543.05 	4494.53 	4475.55 	4461.66 	4474.72 	4424.44 	4417.55 	4385.94 	4420.18 	4349.00 	4311.28 	4243.85 	4297.28 	4260.63 	4212.82 	4196.54 	4217.36 	4223.71 	4175.85 	4153.61 	4147.80 	4116.74 	4113.36 	4071.45 	4037.50 	4018.54 	3991.40 	3946.18 	: 	: 	3999.87 	: 	: 	: 	3941.03 	: 	: 	: 	3823.10 	: 	: 	: 	3742.66 	: 	: 	: 	3662.60 	: 	: 	: 	3638.63 	: 	: 	: 	3606.38 	: 	: 	: 	3596.81 	: 	: 	: 	3551.56 	: 	: 	: 	3482.07 	: 	: 	: 	3418.60 	: 	: 	: 	3394.96 	: 	: 	: 	3346.24 	: 	: 	: 	3381.26 	: 	: 	: 	3410.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,CY	391.16 p	397.98 p	390.62 p	368.36 p	379.53 p	386.17 p	379.08 p	355.43 p	366.31 	370.96 	362.37 	339.00 	345.88 	347.97 	343.89 	323.78 	327.40 	331.52 	327.90 	312.57 	318.60 	325.16 	323.30 	310.49 	318.78 	326.81 	330.85 	328.18 	339.96 	349.00 	353.23 	346.26 	355.37 	362.11 	362.97 	353.60 	356.41 	359.47 	357.95 	347.69 	345.31 	351.52 	348.47 	340.48 	343.11 	352.11 	346.76 	331.71 	326.92 	327.81 	325.09 	311.73 	304.32 	299.79 	300.73 	290.22 	289.97 	290.77 	285.92 	280.94 	277.21 	276.13 	272.89 	269.19 	266.19 	265.44 	262.22 	256.47 	258.72 	258.46 	255.41 	249.34 	251.27 	251.24 	248.25 	242.42 	244.51 	244.56 	241.71 	236.15 	237.83 	244.00 	240.52 	229.22 	232.85 	239.01 	236.00 	225.36 	228.87 	234.40 	231.25 	220.69 	225.59 	231.45 	228.72 	218.57 	223.33 	229.42 	226.27 	216.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,CZ	4708.01 	4698.36 	4686.63 	4678.91 	4693.22 	4664.43 	4637.62 	4607.25 	4630.92 	4620.64 	4549.17 	4523.90 	4527.71 	4517.33 	4482.39 	4470.50 	4459.99 	4444.27 	4405.48 	4363.75 	4370.49 	4366.99 	4314.62 	4283.38 	4306.29 	4312.98 	4310.55 	4253.62 	4285.61 	4299.29 	4241.69 	4194.78 	4223.40 	4250.88 	4239.04 	4207.29 	4266.22 	4280.14 	4248.03 	4211.22 	4303.62 	4319.55 	4346.11 	4375.20 	4481.36 	4472.99 	4437.40 	4388.22 	4366.60 	4350.04 	4327.61 	4274.96 	4262.35 	4241.57 	4226.80 	4205.63 	4224.71 	4219.26 	4159.42 	4117.82 	4094.24 	4072.54 	4045.65 	3999.09 	4033.68 	4040.42 	4024.43 	4041.60 	4121.19 	4138.41 	4147.67 	4085.56 	4161.39 	4163.61 	4122.86 	4117.42 	4163.21 	4162.98 	4152.57 	4140.89 	4197.52 	4204.79 	4204.62 	4210.91 	4290.81 	4314.97 	4361.81 	4377.18 	4459.19 	4475.59 	4483.25 	4499.29 	4530.33 	4522.64 	4506.04 	4520.66 	4521.83 	4514.79 	4490.16 	4488.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,DE	41440.00 	41216.00 	41047.00 	40703.00 	41043.00 	40792.00 	40549.00 	40138.00 	40433.00 	40165.00 	39879.00 	39426.00 	39779.00 	39490.00 	39221.00 	38762.00 	39161.00 	38916.00 	38634.00 	38157.00 	38589.00 	38431.00 	38217.00 	37811.00 	38225.00 	38026.00 	37763.00 	37404.00 	37909.00 	37680.00 	37405.00 	36995.00 	37451.00 	37223.00 	36922.00 	36471.00 	36954.00 	36733.00 	36442.00 	36003.00 	36615.00 	36494.00 	36359.00 	36176.00 	36777.00 	36559.00 	36233.00 	35866.00 	36292.00 	36014.00 	35672.00 	35235.00 	35699.00 	35431.00 	35008.00 	34496.00 	35316.00 	35079.00 	34782.00 	34543.00 	35329.00 	35244.00 	35081.00 	34750.00 	35326.00 	35203.00 	34979.00 	34902.00 	35676.00 	35685.00 	35613.00 	35441.00 	36068.00 	35916.00 	35783.00 	35560.00 	36302.00 	36163.00 	35869.00 	35499.00 	35763.00 	35395.00 	34801.00 	34555.00 	35094.00 	34807.00 	34323.00 	33904.00 	34434.00 	34306.00 	34003.00 	33756.00 	34403.00 	34326.00 	34145.00 	33931.00 	34545.00 	34353.00 	34116.00 	33964.00 	34454.00 	34241.00 	33951.00 	33882.00 	34283.00 	34221.00 	34096.00 	34176.00 	34738.00 	34788.00 	34724.00 	34756.00 	35306.00 	35223.00 	35299.00 	35402.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,DK	2832.84 	2834.71 	2824.46 	2774.11 	2803.21 	2801.96 	2787.50 	2731.84 	2760.69 	2759.16 	2749.21 	2694.33 	2720.46 	2718.20 	2702.65 	2643.46 	2666.84 	2665.81 	2651.61 	2597.28 	2625.57 	2629.46 	2619.19 	2568.42 	2600.57 	2607.38 	2592.51 	2546.35 	2589.49 	2599.49 	2594.36 	2558.30 	2609.79 	2622.15 	2613.59 	2566.69 	2610.73 	2621.99 	2613.08 	2569.37 	2631.70 	2667.89 	2681.88 	2681.67 	2751.03 	2770.03 	2765.60 	2723.36 	2714.46 	2723.43 	2742.63 	2687.28 	2674.36 	2663.61 	2673.51 	2591.77 	2599.91 	2603.44 	2623.24 	2528.13 	2558.48 	2560.99 	2587.47 	2488.17 	2559.01 	2573.74 	2583.92 	2497.36 	2585.72 	2595.58 	2613.65 	2511.37 	2589.02 	2588.01 	2614.34 	2528.48 	2568.75 	2566.22 	2568.69 	2495.17 	2544.22 	2541.68 	2543.54 	2468.81 	2541.15 	2517.33 	2522.52 	2422.67 	2499.60 	2470.88 	2486.94 	2381.40 	2445.32 	2436.11 	2442.71 	2349.80 	2398.91 	2398.08 	2412.48 	2350.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,EA	138467.64 	138901.33 	137867.91 	135777.20 	136643.20 	136990.89 	135864.09 	133601.76 	134456.27 	134735.93 	133315.61 	131017.38 	131709.04 	131949.28 	130732.22 	128701.91 	129693.36 	129951.41 	128673.99 	126634.58 	126613.09 	127064.87 	126070.54 	124200.26 	124585.48 	125068.79 	124388.12 	123203.14 	124833.22 	125731.60 	125436.99 	124226.08 	125777.65 	126588.60 	126006.45 	124593.85 	125476.49 	125797.15 	125042.93 	123990.31 	125343.85 	126020.08 	125743.17 	125532.12 	125749.50 	126746.12 	126159.57 	125022.59 	125258.06 	125143.05 	123909.52 	122354.58 	121984.87 	121867.83 	120580.84 	118984.22 	119524.44 	119489.36 	118427.21 	117186.21 	117918.67 	118235.98 	117383.84 	116198.37 	117009.87 	117419.29 	116590.69 	115606.94 	116625.41 	117125.22 	116263.93 	115286.50 	115904.52 	116238.72 	115144.84 	114122.39 	112043.91 	112078.32 	110764.42 	109257.70 	109228.12 	109083.86 	107537.91 	106176.19 	106442.86 	106354.41 	104918.49 	103572.27 	103971.17 	103976.46 	102863.56 	101838.79 	102378.66 	102631.91 	101664.74 	100721.70 	101624.46 	101798.66 	100975.34 	100182.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,EA12	132239.69 	132679.33 	131697.31 	129668.86 	130492.51 	130823.91 	129797.68 	127634.74 	128450.40 	128729.00 	127386.19 	125181.20 	125856.62 	126077.21 	124900.31 	122969.72 	123956.84 	124176.00 	122968.71 	121010.81 	122128.83 	122582.45 	121612.09 	119817.62 	120969.94 	121419.37 	120756.89 	119594.46 	121195.69 	122045.29 	121756.73 	120566.01 	122106.53 	122886.62 	122337.40 	120966.41 	122367.46 	122677.79 	121949.30 	120922.54 	122246.39 	122877.10 	122591.96 	122381.59 	124427.44 	125400.01 	124842.56 	123736.53 	124437.08 	124312.68 	123105.68 	121565.57 	121984.87 	121867.83 	120580.84 	118984.22 	119524.44 	119489.36 	118427.21 	117186.21 	117918.67 	118235.98 	117383.84 	116198.37 	117009.87 	117419.29 	116590.69 	115606.94 	116625.41 	117125.22 	116263.93 	115286.50 	115904.52 	116238.72 	115144.84 	114122.39 	114760.96 	114799.37 	113453.85 	111865.71 	111850.63 	111740.54 	110210.82 	108803.40 	109062.02 	108977.82 	107512.91 	106095.72 	106471.26 	106480.89 	105340.61 	104247.19 	104875.22 	105132.43 	104137.10 	103125.54 	104129.64 	104307.92 	103455.48 	102593.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,EA19	138467.64 	138901.33 	137867.91 	135777.20 	136643.20 	136990.89 	135864.09 	133601.76 	134456.27 	134735.93 	133315.61 	131017.38 	131709.04 	131949.28 	130732.22 	128701.91 	129693.36 	129951.41 	128673.99 	126634.58 	127779.10 	128254.96 	127216.00 	125331.46 	126505.16 	127022.09 	126312.74 	125096.64 	126744.65 	127663.65 	127338.70 	126085.45 	127665.42 	128477.88 	127897.82 	126433.17 	127883.43 	128179.67 	127372.74 	126296.52 	127736.70 	128487.32 	128244.69 	128107.15 	130409.08 	131473.93 	130873.05 	129701.25 	130384.65 	130265.22 	128992.63 	127359.30 	127771.78 	127659.99 	126248.25 	124601.25 	125179.49 	125142.48 	123992.19 	122657.61 	123427.82 	123768.68 	122851.97 	121618.29 	122495.27 	123010.97 	122105.78 	121008.90 	122102.47 	122659.41 	121727.48 	120598.33 	121284.95 	121683.66 	120539.24 	119420.58 	120170.11 	120243.68 	118841.07 	117156.88 	117271.70 	117264.79 	115719.47 	114243.79 	114639.54 	114556.16 	113104.09 	111672.55 	112074.98 	112075.57 	110896.26 	109805.62 	110495.94 	110789.04 	109711.22 	108631.13 	109779.25 	109966.20 	109074.30 	108155.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,EE	599.90 	590.70 	577.30 	576.70 	595.80 	579.20 	576.70 	565.10 	589.90 	579.70 	565.40 	566.00 	559.80 	570.00 	569.90 	561.30 	567.10 	584.40 	562.60 	544.20 	556.10 	557.80 	554.70 	530.20 	535.70 	552.50 	553.30 	537.40 	536.30 	547.40 	540.30 	535.60 	542.10 	546.60 	528.00 	513.60 	511.00 	500.80 	499.60 	493.10 	510.00 	526.30 	527.70 	548.80 	587.80 	593.60 	592.20 	590.30 	586.10 	592.20 	581.80 	574.10 	594.20 	595.90 	590.40 	576.40 	574.90 	570.20 	566.00 	545.70 	543.30 	542.70 	541.30 	536.50 	555.80 	564.70 	544.80 	526.50 	538.60 	551.50 	547.40 	530.40 	545.30 	551.00 	539.60 	529.50 	532.60 	543.70 	540.30 	520.30 	529.40 	534.70 	529.00 	529.70 	550.00 	556.30 	557.10 	557.80 	570.40 	570.00 	570.90 	570.60 	573.50 	573.50 	571.80 	571.40 	590.10 	591.20 	590.10 	588.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NSA,SAL_DC,EL	2925.51 p	3028.64 p	3011.34 p	2869.55 p	2820.88 p	2905.76 p	2889.81 p	2759.10 p	2751.99 p	2832.05 p	2820.28 p	2714.07 p	2694.57 p	2772.55 p	2758.09 p	2706.88 p	2732.19 p	2754.66 p	2730.73 p	2619.24 p	2713.89 p	2747.11 p	2694.12 p	2577.08 p	2639.25 p	2675.44 p	2669.13 p	2626.24 p	2639.93 p	2700.82 p	2744.32 p	2777.90 p	2776.75 p	2930.47 p	2980.99 p	2990.81 p	3065.65 	3169.76 	3205.14 	3159.48 	3146.51 	3216.54 	3222.73 	3177.45 	3200.52 	3239.00 	3249.46 	3170.34 	3186.76 	3188.87 	3145.56 	3083.44 	3075.05 	3114.87 	3077.42 	3012.08 	2988.37 	2963.56 	2957.99 	2916.76 	2997.21 	3041.53 	3040.89 	2975.90 	2921.26 	2951.63 	2931.54 	2860.05 	2885.61 	2886.00 	2871.63 	2767.44 	2731.87 	2786.64 	2741.13 	2702.46 	2717.06 	2721.05 	2689.44 	2608.01 	2622.51 	2656.68 	2672.92 	2627.21 	2619.16 	2623.41 	2594.42 	2523.45 	2500.08 	2504.43 	2477.05 	2408.40 	2496.56 	2500.51 	2472.36 	2403.84 	2505.18 	2509.25 	2480.14 	2411.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
