"country.name","country.code","year","agriculture.ghg.emissions.mio.tonnes","energy.ghg.emissions.mio.tonnes","industry.ghg.emissions.mio.tonnes","total.ghg.emissions.mio.tonnes","transport.ghg.emissions.mio.tonnes","waste.ghg.emissions.mio.tonnes","residential.ghg.emissions.mio.tonnes","ghg.emissions.indexed","ghg.emissions.per.capita.tonnes","other.ghg.emissions.mio.tonnes"
"Hungary","HU",2001,6256.66482,24082.18276,8168.54457,75243.85534,9573.01625,4233.95783,14966.23135,80.8,7.5,7963.25775999999
"Hungary","HU",2002,6290.54152,22483.5741,7602.93438,73602.06659,10185.71745,4314.89666,14687.25543,78.9,7.3,8037.14705
"Hungary","HU",2003,6117.92512,23730.63001,7769.92305,76638.83539,10661.22868,4376.90462,16306.35325,82.3,7.7,7675.87065999999
"Hungary","HU",2004,6394.9267,21883.85323,8511.92176,75604.51474,11102.15841,4238.26486,16333.28535,81.3,7.6,7140.10443
"Hungary","HU",2005,6068.12277,19990.84928,9135.90525,75359.65733,12025.56502,4194.09581,16894.00885,81.2,7.6,7051.11035000001
"Hungary","HU",2006,6051.38175,20276.16327,8694.55712,74143.4466,12770.77583,4193.07111,15303.74598,80,7.5,6853.75153999999
"Hungary","HU",2007,6026.30821,21407.85869,8463.40885,72383.62,13088.59092,4196.03876,12542.53026,78.1,7.3,6658.88430999999
"Hungary","HU",2008,6070.48521,20537.61442,7291.55003,70576.45232,13018.27191,4182.66221,12624.1826,76.2,7.2,6851.68594
"Hungary","HU",2009,5717.07331,17394.65595,6265.16254,64585.79221,12980.41033,4173.47755,12709.6287,69.7,6.6,5345.38383
"Hungary","HU",2010,5636.61642,17959.1643,6431.11599,64949.13414,11649.45791,4111.2122,13447.98208,70.1,6.6,5713.58524
"Hungary","HU",2011,5863.57153,17346.60702,6507.60557,63351.00908,11078.1993,3960.72471,12954.25456,68.4,6.5,5640.04639000001
"Hungary","HU",2012,5903.38937,16699.47194,6053.86508,59647.18233,10749.74245,3921.96635,11496.49934,64.3,6.1,4822.2478
"Hungary","HU",2013,6307.64641,14053.89574,5468.13095,56795.76913,10026.44045,3706.89696,11146.34443,61.3,5.8,6086.41419
"Hungary","HU",2014,6472.29459,13414.54092,6459.2801,57415.82048,11184.76536,3608.47476,10003.40868,62,5.9,6273.05607
"Hungary","HU",2015,6671.67124,13839.91471,7286.58482,60767.14312,12203.41477,3470.44328,10931.24811,65.3,6.3,6363.86619
"Hungary","HU",2016,6881.42695,13584.68718,6446.46159,61139.78002,12474.8031,3359.92818,11318.75819,65.8,6.3,7073.71483
"Iceland","IS",1990,592.68354,13.83442,958.01329,3598.27059,619.89644,180.88869,48.23167,100,15.1,1184.72254
"Iceland","IS",1991,576.00912,15.43976,837.43112,3381.65271,631.79293,187.29901,46.69834,94.4,14.1,1086.98243
"Iceland","IS",1992,559.55449,13.87404,607.72909,3293.95794,642.36444,203.12252,43.64533,91.5,13.5,1223.66803
"Iceland","IS",1993,562.65759,17.34963,564.99942,3378.18843,642.87149,214.99512,44.25697,93.5,13.7,1331.05821
"Iceland","IS",1994,568.15456,17.02316,531.09966,3300.87651,645.58639,226.84648,32.16357,92,13.3,1280.00269
"Iceland","IS",1995,547.61233,22.01595,571.2148,3426.17594,624.225,238.69633,28.80881,95.8,13.8,1393.60272
"Iceland","IS",1996,560.24388,15.52153,546.56342,3474.3191,614.65118,242.74139,39.03606,98,14,1455.56164
"Iceland","IS",1997,553.44485,12.01887,675.45848,3644.76722,630.00561,247.33021,27.99005,102.9,14.6,1498.51915
"Iceland","IS",1998,563.52215,15.00521,827.83357,3806.96568,633.37163,253.51366,35.81956,108.4,15.2,1477.8999
"Iceland","IS",1999,568.06482,12.07773,974.80524,4030.51731,660.20988,260.38955,36.77822,114.8,16,1518.19187
"Iceland","IS",2000,551.75419,11.0565,1008.55625,4037.67677,662.63031,266.88811,29.10161,116.1,15.9,1507.6898
"Iceland","IS",2001,551.81904,10.36703,1011.78254,3935.29039,673.70395,276.21183,25.41194,111.9,15.1,1385.99406
"Iceland","IS",2002,535.21436,12.34777,987.91792,4005.90081,677.61185,279.38845,23.14164,112.7,15.1,1490.27882
"Iceland","IS",2003,525.08845,11.60643,984.85655,3984.21949,774.21882,280.17635,17.32258,112.8,15,1390.95031
"Iceland","IS",2004,515.88181,11.33084,986.02548,4088.26574,827.72813,291.53132,19.90222,116.7,15.4,1435.86594
"Iceland","IS",2005,518.74908,14.04791,964.68596,3947.31009,836.33093,279.43933,19.09187,114.1,14.8,1314.96501
"Iceland","IS",2006,542.89519,16.35733,1436.00473,4547.64713,982.55019,314.88143,14.03656,131.8,16.7,1240.9217
"Iceland","IS",2007,559.55946,33.60393,1577.51898,4853.20652,1018.62373,314.12824,14.8554,140,17.3,1334.91678
"Iceland","IS",2008,572.13035,15.2609,2108.70024,5241.39653,962.54192,301.03977,13.92675,147.9,18,1267.7966
"Iceland","IS",2009,556.97569,12.82148,1917.66477,4943.02834,935.48429,291.00737,25.7504,137.7,16.7,1203.32434
"Iceland","IS",2010,545.73363,11.93511,1951.1267,4844.82142,890.19046,290.98581,16.20044,136.4,16.5,1138.64927
"Iceland","IS",2011,545.7335,10.7722,1845.72114,4581.64155,854.09025,267.69874,19.68301,130.7,15.8,1037.94271
"Iceland","IS",2012,545.05679,10.60562,1937.48976,4601.81195,844.3082,238.66703,10.15333,131.9,15.9,1015.53122
"Iceland","IS",2013,539.68438,3.66403,1962.75114,4598.71543,859.99426,251.93114,10.19338,133.3,15.9,970.4971
"Iceland","IS",2014,583.29543,2.52601,1941.84836,4634.49428,862.09158,249.88001,18.30414,135.6,16,976.54875
"Iceland","IS",2015,570.51872,3.64457,2022.99676,4715.09284,894.81431,244.64233,9.19012,140.8,16.4,969.28603
"Iceland","IS",2016,571.1395,2.21354,1973.98958,4639.91321,975.24344,237.16198,7.73412,145.1,16.7,872.431049999999
"Ireland","IE",1990,19533.82694,11223.12673,3309.41318,55417.06344,5150.93726,1546.8004,9767.80745,100,16.1,4885.15148
"Ireland","IE",1991,19576.86769,11684.21617,3011.65884,56097.26216,5330.86949,1627.76496,9840.14876,101.1,16.2,5025.73625
"Ireland","IE",1992,19555.05279,12345.63159,2938.25952,55959.16561,5760.76431,1692.86016,8933.87893,100.6,16,4732.71830999999
"Ireland","IE",1993,19730.99707,12361.50354,2934.20844,56359.81531,5737.52622,1742.52518,8882.596,102.1,16.2,4970.45886
"Ireland","IE",1994,19780.87077,12698.96461,3208.45355,57697.02559,5989.74437,1786.79523,8897.10408,104.2,16.4,5335.09297999999
"Ireland","IE",1995,20246.5208,13383.62905,3275.99857,59177.47207,6283.80533,1823.01709,8553.95488,106.7,16.7,5610.54635000001
"Ireland","IE",1996,20642.52704,14103.62271,3482.00547,61272.67715,7335.9376,1702.17354,8780.8788,110.2,17.1,5225.53199
"Ireland","IE",1997,20672.84962,14761.01439,3994.35123,62652.43055,7716.23348,1428.90834,8476.58859,113,17.4,5602.4849
"Ireland","IE",1998,21077.73,15141.5352,3853.00224,65173.6402,9062.65085,1472.03189,8930.03195,117.5,17.9,5636.65807
"Ireland","IE",1999,20688.20715,15800.05225,3953.41467,66308.69135,9761.23873,1477.28293,8700.82954,120,18.1,5927.66607999999
"Ireland","IE",2000,19734.47593,16116.30121,4756.89169,68478.40686,10801.15853,1489.09316,8826.7382,124.4,18.5,6753.74814
"Ireland","IE",2001,19381.36564,17334.22253,4886.74887,70475.25932,11324.29425,1601.84161,9154.29672,128.6,18.8,6792.48969999999
"Ireland","IE",2002,19046.32577,16420.33723,4295.52807,68428.65862,11513.12721,1707.60163,9022.82162,125.2,18,6422.91709
"Ireland","IE",2003,19255.41628,15726.01717,3628.04566,68662.57509,11714.75668,1763.09892,9244.65139,125.5,17.8,7330.58898999999
"Ireland","IE",2004,18995.05739,15335.42742,3669.7824,67963.83422,12435.47038,1484.20413,9213.18566,124.1,17.2,6830.70684
"Ireland","IE",2005,18699.32995,15828.51037,3784.93689,69495.0321,13143.23398,1290.67817,9699.6606,127.4,17.3,7048.68213999999
"Ireland","IE",2006,18345.71258,15076.62404,3888.7383,68782.22607,13822.61998,1326.3973,9449.91134,126.8,16.8,6872.22253
"Ireland","IE",2007,18062.37064,14583.00323,3944.01699,68018.49767,14405.79783,848.50866,9301.98508,125.8,16.2,6872.81523999999
"Ireland","IE",2008,17835.3678,14710.48339,3506.72614,67301.82694,13674.02526,687.38594,10122.36717,124.1,15.6,6765.47124
"Ireland","IE",2009,17560.74695,13119.10951,2694.207,61547.23378,12451.48482,515.20521,9757.67158,112.9,14.1,5448.80871
"Ireland","IE",2010,17723.94667,13380.2369,2471.48669,61104.8439,11535.06975,499.72274,10108.87538,112.4,13.9,5385.50577
"Ireland","IE",2011,17140.75946,11979.41336,2348.2581,56989.19344,11222.75346,590.77099,8704.54078,104.7,12.9,5002.69729
"Ireland","IE",2012,17545.63297,12816.10876,2554.8454,57611.5341,10836.27214,515.0888,8330.70343,105.2,12.9,5012.8826
"Ireland","IE",2013,18454.70483,11409.47922,2504.22871,57410.21475,11067.60934,671.0335,8314.42391,105.4,12.9,4988.73524
"Ireland","IE",2014,18292.09936,11186.23222,2904.81681,57098.53689,11347.60651,852.47113,7497.79758,105.3,12.8,5017.51328
"Ireland","IE",2015,18548.06482,11802.74519,3107.47778,59211.81252,11812.73092,948.74982,7840.67638,109.6,13.2,5151.36761
"Ireland","IE",2016,19044.43853,12516.28166,3338.5433,61270.20161,12294.64695,957.18028,7900.49364,113.4,13.5,5218.61724999999
"Italy","IT",1990,34739.36793,137158.25512,40471.72444,517745.65288,102216.82333,17301.95333,69470.13105,100,9.2,116387.39768
"Italy","IT",1991,35399.17361,132721.64404,40014.75931,518908.77029,104859.37308,17965.52413,75883.16071,100.5,9.3,112065.13541
"Italy","IT",1992,34845.9574,131495.63896,39414.79051,515451.1526,109994.03634,18351.4183,70811.11785,100,9.2,110538.19324
"Italy","IT",1993,35171.11778,125758.20737,36458.77359,509407.90343,111677.23121,18822.15315,70531.73707,98.7,9.1,110988.68326
"Italy","IT",1994,34817.81837,127889.98385,35079.12582,503474.64598,111543.14001,19465.71693,61903.10883,97.5,9,112775.75217
"Italy","IT",1995,34700.64407,141693.51304,38367.50953,532419.03301,114272.51411,19993.21661,68757.27452,103,9.5,114634.36113
"Italy","IT",1996,34519.40764,136529.86899,35343.67567,525294.64783,116050.09572,20662.54498,70589.68294,101.6,9.3,111599.37189
"Italy","IT",1997,35109.94432,138299.21261,35901.31222,531865.21598,118022.18453,21310.06712,68157.47809,102.9,9.5,115065.01709
"Italy","IT",1998,34464.66913,148691.23954,36527.69162,543114.43684,122449.35429,21053.92317,71937.72133,105.1,9.7,107989.83776
"Italy","IT",1999,34840.90502,144847.29986,37026.07599,548226.45578,123818.65791,21052.82213,76512.45559,106.2,9.7,110128.23928
"Italy","IT",2000,33945.94813,149461.30979,39177.95536,554105.74947,123808.39134,21887.13193,73024.04247,107.6,9.9,112800.97045
"Italy","IT",2001,33394.74938,153052.34481,41089.52928,561225.22967,125572.57069,23186.10148,76912.47868,108.9,10,108017.45535
"Italy","IT",2002,32779.58873,159896.23,41488.42067,561242.99065,127982.33774,22449.5015,72771.2682,108.7,10,103875.64381
"Italy","IT",2003,32703.07312,161213.61774,43180.70085,575695.548,128069.16429,22316.68009,78207.39266,111.8,10.2,110004.91925
"Italy","IT",2004,32459.42929,161692.75538,46263.47179,579999.2341,129768.3643,21725.47037,80211.51327,112.6,10.2,107878.2297
"Italy","IT",2005,31893.07729,157518.94617,47152.1602,580599.89071,128449.54822,21880.05992,85991.00175,112.8,10.2,107715.09716
"Italy","IT",2006,31651.46629,159064.95816,43342.94183,570044.71953,129658.50767,21345.3855,81002.81919,110.8,10,103978.64089
"Italy","IT",2007,32339.29343,156365.05102,43444.96963,560568.95952,129469.50674,20978.53244,76721.25435,109.4,9.8,101250.35191
"Italy","IT",2008,31374.85503,155498.27363,40956.72487,547846.68881,122440.15364,20435.66986,82520.36684,106.7,9.5,94620.64494
"Italy","IT",2009,30713.0381,133233.66846,35775.37512,496177.67052,116802.99091,20569.83917,83323.17461,96.3,8.5,75759.58415
"Italy","IT",2010,30012.21446,136668.31126,36747.50886,505773.04747,115247.84633,20398.72048,87518.37796,98.1,8.7,79180.06812
"Italy","IT",2011,30549.51826,132997.99823,36998.15513,492475.30674,114183.50554,19753.48524,79186.79545,95.8,8.4,78805.8488900001
"Italy","IT",2012,31082.44444,128340.16627,34194.03434,472722.35619,106490.01602,19852.73852,79779.45281,92,8.1,72983.50379
"Italy","IT",2013,30314.24457,108838.20453,33122.20647,442708.38343,103801.77084,18623.22504,79262.37115,86.1,7.5,68746.36083
"Italy","IT",2014,29923.24467,100215.12706,32645.94712,426211.74967,108638.92637,18467.59246,67561.96791,83.1,7.1,68758.94408
"Italy","IT",2015,30065.25094,105800.48277,32575.81903,434043.79332,106008.42262,18570.66733,74340.56357,84.7,7.3,66682.58706
"Italy","IT",2016,31000.17205,104358.70619,32556.03913,432119.0106,103137.8796,18278.47601,75054.50589,83.9,7.2,67733.23173
"Latvia","LV",1990,5616.56959,6243.84106,654.30691,26259.45999,3040.44065,699.61917,4145.33424,100,10,5859.34837
"Latvia","LV",1991,5215.75137,5734.23545,586.69571,24365.54088,2849.96997,732.26109,4314.21901,92.9,9.4,4932.40828
"Latvia","LV",1992,4150.69579,4894.98527,306.41537,19616.51493,2539.09535,695.92649,3548.97828,74.2,7.6,3480.41838
"Latvia","LV",1993,3064.02706,3965.88303,147.98794,16199.65082,2328.41121,624.57791,3027.84546,61.3,6.4,3040.91821
"Latvia","LV",1994,2763.05829,3748.2657,195.33814,14269.25616,2207.57504,612.74545,1986.75024,54.2,5.7,2755.5233
"Latvia","LV",1995,2595.97048,3419.49867,210.91786,12893.2872,2105.07183,623.3427,1370.39132,48.9,5.2,2568.09434
"Latvia","LV",1996,2552.29699,3550.34568,221.96047,12934.44596,2069.80868,628.61271,1390.0174,49.1,5.3,2521.40403
"Latvia","LV",1997,2530.99148,3312.79329,238.00572,12382.55908,2062.74757,646.80998,1203.95369,46.9,5.2,2387.25735
"Latvia","LV",1998,2420.83058,3376.51326,246.71972,11883.58663,2034.96427,658.1849,1047.61106,45,5,2098.76284
"Latvia","LV",1999,2226.46226,2951.60414,282.38091,11102.35365,1999.20729,667.10485,1030.16676,42,4.7,1945.42744
"Latvia","LV",2000,2248.8464,2499.8251,234.54933,10487.75995,2213.13461,691.04401,931.45218,39.8,4.5,1668.90832
"Latvia","LV",2001,2363.34401,2445.02489,260.15848,11062.15903,2613.60362,708.16234,1073.16267,42,4.8,1598.70302
"Latvia","LV",2002,2339.51414,2341.66529,274.67263,11043.44225,2692.48961,689.74559,1071.13131,41.9,4.8,1634.22368
"Latvia","LV",2003,2384.94288,2272.8407,292.41019,11221.618,2841.52486,626.11316,1131.27974,42.7,5,1672.50647
"Latvia","LV",2004,2314.99362,2080.86364,325.55765,11206.78785,2982.82525,618.34916,1176.31208,42.7,5,1707.88645
"Latvia","LV",2005,2384.47446,2069.00093,319.53843,11387.9302,3109.35641,629.49741,1154.10771,43.6,5.2,1721.95485
"Latvia","LV",2006,2384.87018,2096.66983,377.5254,11883.78594,3422.88786,629.9238,1200.22451,45.6,5.5,1771.68436
"Latvia","LV",2007,2476.73744,1966.25328,403.75908,12339.41542,3869.38187,636.63764,1219.37211,47.4,5.8,1767.274
"Latvia","LV",2008,2447.39183,1938.1475,419.04377,11873.99198,3654.05606,644.36196,1157.79068,45.9,5.6,1613.20018
"Latvia","LV",2009,2459.23831,1888.21462,421.37187,11176.15636,3203.59476,645.97386,1169.11436,43.2,5.4,1388.64858
"Latvia","LV",2010,2480.25668,2273.41258,700.30596,12279.23376,3273.41168,650.53824,1264.13837,47.8,6.1,1637.17025
"Latvia","LV",2011,2486.35583,2093.35125,801.06479,11489.39571,2911.59064,625.93214,1149.37302,44.7,5.8,1421.72804
"Latvia","LV",2012,2581.39007,1877.72001,863.85826,11327.46311,2810.74637,615.35034,1112.11374,44.1,5.8,1466.28432
"Latvia","LV",2013,2632.60039,1951.87768,809.34102,11259.72043,2847.38627,603.74002,1070.91889,43.8,5.8,1343.85616
"Latvia","LV",2014,2705.315,1695.23062,824.70663,11173.49351,2970.02962,598.16234,1068.27957,43.4,5.8,1311.76973
"Latvia","LV",2015,2769.9306,1773.51852,755.15518,11255.92441,3150.52991,561.77407,1009.31327,43.7,5.9,1235.70286
"Latvia","LV",2016,2766.30977,1855.99268,655.87896,11268.72314,3171.72132,600.80003,1005.37281,43.8,6,1212.64757
"Liechtenstein","LI",1990,25.51126,0.17559,0.65315,228.9932,76.6437,1.76843,86.21868,100,8,38.02239
"Liechtenstein","LI",1991,25.52736,0.85238,0.63336,236.50281,89.9817,1.71209,80.02883,103.2,8.1,37.76709
"Liechtenstein","LI",1992,24.8419,1.89766,0.688,236.68752,89.26713,1.7433,80.07403,103.4,8,38.1755
"Liechtenstein","LI",1993,23.7598,1.95895,0.77732,243.83613,87.16081,1.71774,89.02904,106.5,8.1,39.43247
"Liechtenstein","LI",1994,23.85539,1.84136,1.05995,230.27946,79.78152,1.75621,84.47172,100.6,7.6,37.51331
"Liechtenstein","LI",1995,23.67873,2.08052,1.89252,234.10258,81.79381,1.74076,85.3041,102.2,7.6,37.61214
"Liechtenstein","LI",1996,23.88263,2.59518,2.23647,236.50181,83.09644,1.75001,85.21572,103.3,7.6,37.72536
"Liechtenstein","LI",1997,23.5469,2.535,2.63179,249.08217,86.71626,1.72809,92.17914,108.8,8,39.74499
"Liechtenstein","LI",1998,23.04192,2.92836,3.20182,260.06406,86.34217,1.74699,100.33155,113.6,8.2,42.47125
"Liechtenstein","LI",1999,22.09711,2.93359,3.80607,257.07741,90.47241,1.75785,93.91488,112.3,8,42.0955
"Liechtenstein","LI",2000,21.48239,2.77082,4.63799,247.68118,91.28665,1.7919,87.06603,108.3,7.6,38.6454
"Liechtenstein","LI",2001,22.52859,2.93146,5.51691,247.2798,87.84433,1.77091,87.94808,108.1,7.5,38.73952
"Liechtenstein","LI",2002,22.8707,2.51988,6.12523,253.553,83.78936,1.81441,96.16666,110.8,7.6,40.26676
"Liechtenstein","LI",2003,23.01221,2.82883,6.93116,263.81147,83.54333,1.82757,101.92823,115.3,7.8,43.7401399999999
"Liechtenstein","LI",2004,22.98928,2.95453,7.80696,264.47482,82.19277,1.8298,104.22914,115.5,7.7,42.47234
"Liechtenstein","LI",2005,23.557,3.13562,8.13175,264.98101,81.76832,1.83529,104.85624,115.9,7.7,41.69679
"Liechtenstein","LI",2006,24.56506,2.85541,8.3686,268.30147,79.16036,1.75704,108.43057,117.4,7.7,43.16443
"Liechtenstein","LI",2007,24.91238,2.59567,9.09753,239.00337,83.30418,1.76911,80.73534,104.8,6.8,36.58916
"Liechtenstein","LI",2008,25.11994,2.92518,9.94508,259.00513,87.73377,1.83775,92.42017,113.5,7.3,39.02324
"Liechtenstein","LI",2009,24.99943,2.98181,9.68306,244.3544,81.8029,1.74958,92.98557,107.1,6.9,30.15205
"Liechtenstein","LI",2010,24.18784,3.26303,10.15623,229.4636,77.63433,1.78043,83.76975,100.6,6.4,28.6719900000001
"Liechtenstein","LI",2011,24.90684,3.05958,10.3898,216.36479,76.79854,1.82084,73.6164,95,6,25.77279
"Liechtenstein","LI",2012,25.13022,2.81541,10.77495,225.55395,79.80489,1.81211,77.20879,99.1,6.2,28.00758
"Liechtenstein","LI",2013,24.02029,3.0416,11.22366,232.13204,79.50458,1.83938,83.41394,101.9,6.3,29.08859
"Liechtenstein","LI",2014,24.38418,2.51491,11.15743,200.50015,73.75795,1.5807,57.57368,88.2,5.4,29.5313
"Liechtenstein","LI",2015,24.09091,2.0464,10.85932,197.78948,61.11683,1.60088,68.32362,87,5.3,29.75152
"Liechtenstein","LI",2016,24.05505,2.1726,10.93476,187.68361,59.6593,1.53829,61.29121,82.3,5,28.0324
"Lithuania","LT",1990,9039.90661,13552.62998,4481.82309,48213.47186,5838.23613,1570.14528,5677.50568,100,13.1,8053.22509
"Lithuania","LT",1991,8915.71681,14625.40398,4514.14879,50213.09438,6433.86865,1595.83362,6374.25714,104.3,13.7,7753.86539000001
"Lithuania","LT",1992,6807.07446,8605.06782,2668.81282,30935.26128,4240.53783,1569.47703,2949.74211,64,8.4,4094.54921
"Lithuania","LT",1993,5494.50983,7284.16553,1738.43645,24834.4545,3244.30852,1591.49769,2534.82805,51.3,6.8,2946.70843
"Lithuania","LT",1994,4846.27772,7235.40652,1935.28017,23378.43162,2568.41792,1543.5113,2419.75832,48.3,6.4,2829.77967
"Lithuania","LT",1995,4491.07013,6373.97628,2222.68273,22348.69649,3134.2258,1569.71669,2102.60692,46.2,6.2,2454.41794
"Lithuania","LT",1996,4669.37957,7055.82723,2613.00079,23373.07442,3448.63917,1570.06887,1793.28982,48.3,6.5,2222.86897
"Lithuania","LT",1997,4703.84755,6498.19295,2576.53649,22907.42762,3831.65269,1573.36515,1560.97109,47.3,6.4,2162.8617
"Lithuania","LT",1998,4564.08436,7308.07335,2984.06505,23844.2735,4013.70358,1560.22674,1334.84417,49.2,6.7,2079.27625
"Lithuania","LT",1999,4247.16827,5915.99208,2919.71802,21059.74566,3582.0539,1529.89311,1238.33922,43.5,6,1626.58106
"Lithuania","LT",2000,4078.70238,5055.97426,3075.17535,19503.27273,3208.20827,1538.44424,1046.66139,40.3,5.6,1500.10684
"Lithuania","LT",2001,3911.62256,5532.75332,3322.61887,20253.09727,3446.5283,1576.75225,1002.39672,41.9,5.9,1460.42525
"Lithuania","LT",2002,4058.41598,5350.47183,3495.24623,20648.0564,3568.24189,1565.31779,1064.22484,42.7,6,1546.13784
"Lithuania","LT",2003,4143.97703,5223.85603,3577.99203,20809.98677,3630.29963,1554.59169,1103.29282,43,6.1,1575.97754
"Lithuania","LT",2004,4182.8212,5399.42212,3767.47816,21645.03365,3967.17117,1527.79898,1115.35592,44.8,6.4,1684.9861
"Lithuania","LT",2005,4206.59645,5655.8605,4107.77308,22849.555,4214.13509,1487.24957,1183.04264,47.3,6.9,1994.89767
"Lithuania","LT",2006,4199.67366,5202.95292,4366.44671,23141.98173,4483.7221,1453.36717,1294.70757,48,7.1,2141.1116
"Lithuania","LT",2007,4343.45036,4736.98588,6143.62817,25294.38278,5247.14554,1428.69736,1248.41308,52.5,7.9,2146.06239
"Lithuania","LT",2008,4238.65588,4804.58139,5473.50787,24321.85915,5217.48723,1412.19616,1209.43922,50.6,7.7,1965.9914
"Lithuania","LT",2009,4318.77805,4782.67141,2292.76369,19909.39615,4309.27133,1367.25996,1210.39879,41.2,6.3,1628.25292
"Lithuania","LT",2010,4274.89525,5329.66278,2237.32752,20728.50771,4423.55864,1336.62334,1344.33458,43,6.7,1782.10560000001
"Lithuania","LT",2011,4302.32354,4461.86038,3717.35595,21294.55358,4383.54421,1242.35628,1359.77752,44.2,7.1,1827.3357
"Lithuania","LT",2012,4378.79576,4411.33712,3566.93709,21228.98476,4396.93,1206.47835,1287.30733,44.1,7.2,1981.19911
"Lithuania","LT",2013,4350.98705,3851.99199,3001.57968,19945.80563,4385.7922,1170.98808,1264.99014,41.6,6.8,1919.47649
"Lithuania","LT",2014,4562.06377,3177.98694,3187.5085,19907.7588,4858.82301,1106.99482,1151.2519,41.5,6.9,1863.12986
"Lithuania","LT",2015,4600.09938,3155.09758,3510.271,20205.62296,5108.26879,1043.27575,1054.52724,42.1,7,1734.08322
"Lithuania","LT",2016,4479.11394,2955.5832,3343.89149,20186.46627,5489.58849,1018.64714,1184.22846,42,7.1,1715.41355
"Luxembourg","LU",1990,709.74641,35.64369,1640.25015,12756.37591,2616.4385,105.13617,1323.92562,100,34.5,6325.23537
"Luxembourg","LU",1991,729.27342,37.29337,1561.66807,13404.09037,3209.63134,107.08778,1589.58618,104.9,35.7,6169.55021
"Luxembourg","LU",1992,697.42772,37.18656,1495.77689,13132.85172,3482.34243,107.62284,1463.23678,102.9,34.6,5849.2585
"Luxembourg","LU",1993,698.22129,35.37671,1479.74776,13287.47435,3534.29672,109.01509,1449.43056,103.9,34.5,5981.38622
"Luxembourg","LU",1994,692.46082,34.61203,1388.02037,12466.20969,3592.1735,100.91659,1388.22815,98.4,32.2,5269.79823
"Luxembourg","LU",1995,712.47437,93.53768,1028.5589,10093.17806,3350.59933,101.03225,1403.54139,80.9,26.1,3403.43414
"Luxembourg","LU",1996,718.55763,82.35505,974.50515,10154.55628,3461.14541,102.92427,1553.00643,81.7,26,3262.06234
"Luxembourg","LU",1997,707.29332,89.7303,867.52407,9504.70676,3724.9143,105.24331,1505.42495,77.7,24.4,2504.57651
"Luxembourg","LU",1998,705.87681,155.94366,709.94076,8626.67984,3902.96877,106.88464,1570.01578,72.2,22.4,1475.04942
"Luxembourg","LU",1999,712.7627,173.47142,750.31281,9092.59103,4228.82364,106.129,1408.15593,76.6,23.4,1712.93553
"Luxembourg","LU",2000,705.81797,120.20293,780.85759,9678.13892,4868.38201,104.61187,1630.86281,80.6,24.3,1467.40374
"Luxembourg","LU",2001,689.32514,282.2951,730.67646,10165.42853,5113.15398,103.98318,1673.81086,84.9,25.3,1572.18381
"Luxembourg","LU",2002,672.98324,1029.34617,751.93396,10941.8895,5301.05564,104.27656,1619.08053,91.4,27,1463.2134
"Luxembourg","LU",2003,635.86159,1036.72896,697.09291,11380.83736,5852.03778,108.87543,1658.49169,95.1,27.7,1391.749
"Luxembourg","LU",2004,656.83034,1257.43476,755.19553,12783.08053,6812.16584,104.05549,1705.07924,106.4,30.6,1492.31933
"Luxembourg","LU",2005,641.474,1243.20851,726.16575,13024.76397,7187.59848,104.66411,1634.62381,108.5,30.7,1487.02931
"Luxembourg","LU",2006,633.83261,1305.29373,780.36598,12852.45302,6864.17398,104.73491,1599.46377,106.5,29.7,1564.58804
"Luxembourg","LU",2007,648.93581,1181.72772,776.32131,12267.32767,6577.9442,106.24417,1512.49635,102.8,28.2,1463.65811
"Luxembourg","LU",2008,662.66608,996.02592,722.00372,12153.88209,6682.79426,107.10653,1574.60573,101.9,27.5,1408.67985
"Luxembourg","LU",2009,665.29571,1190.8149,651.56103,11607.67339,6159.28118,106.4617,1565.53579,97.4,25.8,1268.72308
"Luxembourg","LU",2010,672.46688,1205.9835,675.77608,12180.07792,6516.68594,95.1921,1663.46922,102,26.5,1350.5042
"Luxembourg","LU",2011,665.62539,1004.16855,692.34193,12061.97445,6892.72108,91.33117,1399.48727,100.5,25.5,1316.29906
"Luxembourg","LU",2012,648.97713,1042.72997,633.10641,11781.29836,6584.81458,89.04652,1522.4136,97.7,24.2,1260.21015
"Luxembourg","LU",2013,659.52005,685.98937,617.11756,11238.61316,6438.71006,89.55283,1537.9322,93.6,22.7,1209.79109
"Luxembourg","LU",2014,675.01965,669.04338,632.95147,10786.88025,6138.8493,90.66738,1370.97583,90.8,21.5,1209.37324
"Luxembourg","LU",2015,688.25857,457.59981,625.48848,10294.9395,5705.5233,85.1914,1568.40672,88.3,20.4,1164.47122
"Luxembourg","LU",2016,704.14395,252.38653,650.33026,10051.95535,5533.3665,83.23234,1630.22103,87.5,19.8,1198.27474
"Malta","MT",1990,76.59762,1366.8043,7.78026,2103.17534,330.73923,68.79277,193.14218,100,6.5,59.3189799999997
"Malta","MT",1991,77.65003,1530.37577,8.00629,2280.25737,355.24583,75.11893,171.92979,107.2,6.8,61.9307299999999
"Malta","MT",1992,78.95472,1618.44839,9.01919,2483.01045,401.99244,81.13121,221.27736,119.2,7.5,72.1871400000001
"Malta","MT",1993,78.73162,1622.57152,9.03687,2503.47639,405.80297,88.75166,224.3894,120.4,7.5,74.1923499999997
"Malta","MT",1994,76.73889,1721.05511,9.32403,2676.4896,426.20906,97.03221,265.90742,130.5,8,80.2228799999997
